,geohash8,decision_date,decision_type
10292,dhtwxrs5,2022-11-01,repair
10293,dhtwxrs5,2023-08-01,repair
10294,dhty8r8p,2022-11-01,repair
10295,dhty8r8p,2022-12-01,repair
10296,dhtz06xc,2022-07-01,repair
10297,dhtz06xc,2022-07-01,repair
10298,dhtwzvh6,2023-07-01,repair
10299,dhtyb232,2023-01-01,repair
10300,dhtyb232,2023-02-01,repair
10301,dhtyb232,2023-07-01,repair
10302,dhtz0vhp,2022-11-01,repair
10303,dhtz0kwq,2023-01-01,repair
10304,dhtz0kwq,2023-01-01,repair
10305,dhtwzdrw,2023-04-01,repair
10306,dhtwycs0,2022-11-01,repair
10307,dhtwycs0,2022-12-01,repair
10308,dhtwycs0,2023-06-01,repair
10309,dhtz0rgc,2023-01-01,repair
10310,dhtz0rgc,2023-04-01,repair
10311,dhtwyuqw,2023-05-01,repair
10312,dhtwyuqw,2023-06-01,repair
10313,dhtwy9rv,2023-01-01,repair
10314,dhtz07w6,2023-01-01,repair
10315,dhtwz5s7,2022-11-01,repair
10316,dhtwy4ef,2022-11-01,repair
10317,dhtwy4ef,2022-11-01,repair
10318,dhtybkfe,2023-06-01,repair
10319,dhtwxrb6,2022-07-01,repair
10320,dhtwxrb6,2022-10-01,repair
10321,dhtwxrb6,2022-11-01,repair
10322,dhtwxrb6,2023-01-01,repair
10323,dhtwxrb6,2023-02-01,repair
10324,dhtwxrb6,2023-03-01,repair
10325,dhtwxrb6,2023-04-01,repair
10326,dhtwxrb6,2023-06-01,repair
10327,dhtwxrb6,2023-06-01,repair
10328,dhtwxrb6,2023-07-01,repair
10329,dhtwxrb6,2023-08-01,repair
10330,dhtz057r,2022-10-01,repair
10331,dhtybwbd,2023-07-01,repair
10332,dhtwycwk,2022-09-01,repair
10333,dhtwycwk,2022-10-01,repair
10334,dhtwycwk,2022-11-01,repair
10335,dhtwycwk,2022-11-01,repair
10336,dhtwycwk,2023-01-01,repair
10337,dhtwycwk,2023-03-01,repair
10338,dhtwycwk,2023-05-01,repair
10339,dhtz0w7q,2022-11-01,repair
10340,dhtz0w7q,2022-12-01,repair
10341,dhtz0w7q,2022-01-01,repair
10342,dhtz0w7q,2023-04-01,repair
10343,dhtz0w7q,2023-05-01,repair
10344,dhtybeg1,2023-06-01,repair
10345,dhtz0s4h,2023-02-01,repair
10346,dhtz0qtk,2023-04-01,repair
10347,dhtyb83u,2023-01-01,repair
10348,dhtyb83u,2023-03-01,repair
10349,dhtxpcw1,2023-05-01,repair
10350,dhtz0kub,2022-12-01,repair
10351,dhtz0e1z,2022-12-01,repair
10352,dhtz0e1z,2022-12-01,repair
10353,dhtz0e1z,2023-03-01,repair
10354,dhtz0e1z,2023-09-01,repair
10355,dhtwzmd2,2023-04-01,repair
10356,dhtwzmd2,2023-07-01,repair
10357,dhtz09qg,2023-05-01,repair
10358,dhtz0qw1,2022-11-01,repair
10359,dhtz0qw1,2022-11-01,repair
10360,dhtwzdx4,2023-03-01,repair
10361,dhtwzdx4,2023-03-01,repair
10362,dhtwzdx4,2023-05-01,repair
10363,dhtz0ksz,2022-12-01,repair
10364,dhtz0ksz,2023-06-01,repair
10365,dhtz039u,2023-01-01,repair
10366,dhty8pev,2022-08-01,repair
10367,dhtybjdz,2023-08-01,repair
10368,dhtz07e9,2023-04-01,repair
10369,dhtz0e3z,2023-02-01,repair
10370,dhtz02fq,2022-12-01,repair
10371,dhtwzvsd,2023-02-01,repair
10372,dhtwybtb,2023-07-01,repair
10373,dhtwybtb,2023-07-01,repair
10374,dhtwybtb,2023-08-01,repair
10375,dhtwzer1,2023-04-01,repair
10376,dhtwwnxe,2023-07-01,repair
10377,dhtz0420,2023-04-01,repair
10378,dhtwz3t5,2023-01-01,repair
10379,dhtz0mwq,2023-08-01,repair
10380,dhtz0mwn,2023-02-01,repair
10381,dhtwzekg,2023-04-01,repair
10382,dhtz05yf,2023-06-01,repair
10383,dhtwzmdf,2023-04-01,repair
10384,dhtwz0qc,2022-12-01,repair
10385,dhtwz0qc,2022-12-01,repair
10386,dhtwz0qc,2023-03-01,repair
10387,dhtwz0qc,2023-06-01,repair
10388,dhtz0wv8,2023-04-01,repair
10389,dhtwyb9s,2022-11-01,repair
10390,dhtxpc0c,2023-01-01,repair
10391,dhtxpc0c,2023-09-01,repair
10392,dhtwz5qu,2023-05-01,repair
10393,dhtyb5xn,2023-01-01,repair
10394,dhtwz6zr,2022-09-01,repair
10395,dhtwzm2j,2022-07-01,repair
10396,dhtwzm2j,2022-09-01,repair
10397,dhtwzm2j,2022-09-01,repair
10398,dhtwzm2j,2022-09-01,repair
10399,dhtwzm2j,2022-12-01,repair
10400,dhtwzm2j,2023-02-01,repair
10401,dhtwzm2j,2023-02-01,repair
10402,dhtz22tg,2022-12-01,repair
10403,dhtybrzy,2023-02-01,repair
10404,dhtz056s,2022-08-01,repair
10405,dhtz056s,2023-01-01,repair
10406,dhtz056s,2023-03-01,repair
10407,dhtz056s,2023-03-01,repair
10408,dhtwyuqq,2023-08-01,repair
10409,dhtwzssd,2022-11-01,repair
10410,dhtwzssd,2023-03-01,repair
10411,dhtwzdst,2022-12-01,repair
10412,dhtwzdst,2023-01-01,repair
10413,dhtwzdst,2023-04-01,repair
10414,dhtwzdst,2023-04-01,repair
10415,dhtwzdst,2022-05-01,repair
10416,dhtwzdst,2023-05-01,repair
10417,dhtz0s0t,2022-07-01,repair
10418,dhtz0s0t,2020-08-01,repair
10419,dhtz0s0t,2022-08-01,repair
10420,dhtz0s0t,2022-10-01,repair
10421,dhtz01k2,2022-12-01,repair
10422,dhtz01k2,2022-12-01,repair
10423,dhtwzte4,2023-05-01,repair
10424,dhtwzte4,2023-06-01,repair
10425,dhtwzte4,2023-08-01,repair
10426,dhtz288j,2023-03-01,repair
10427,dhtybn8f,2023-08-01,repair
10428,dhtwz2kr,2023-04-01,repair
10429,dhtwy3gd,2023-05-01,repair
10430,dhtz03nk,2023-08-01,repair
10431,dhtybxk7,2023-05-01,repair
10432,dhtwzvbh,2022-09-01,repair
10433,dhty8rb0,2023-04-01,repair
10434,dhty8rb0,2023-05-01,repair
10435,dhtz01ev,2023-03-01,repair
10436,dhtz01ev,2023-09-01,repair
10437,dhtxpbhd,2023-08-01,repair
10438,dhtz048u,2023-07-01,repair
10439,dhtz05v7,2023-06-01,repair
10440,dhtz0m2d,2022-11-01,repair
10441,dhtwz886,2022-10-01,repair
10442,dhtwz886,2022-10-01,repair
10443,dhtwz886,2023-03-01,repair
10444,dhtwz886,2023-03-01,repair
10445,dhtwzm4b,2023-02-01,repair
10446,dhtwzm4b,2023-09-01,repair
10447,dhtz0m7t,2022-10-01,repair
10448,dhtz0m7t,2023-05-01,repair
10449,dhtz0vk3,2022-12-01,repair
10450,dhtybhq3,2022-11-01,repair
10451,dhtybhq3,2022-12-01,repair
10452,dhtwztm0,2023-01-01,repair
10453,dhtwztm0,2023-02-01,repair
10454,dhtwztm0,2023-08-01,repair
10455,dhtz07u9,2022-11-01,repair
10456,dhtz07u9,2023-07-01,repair
10457,dhty8rgd,2022-10-01,repair
10458,dhty8rgd,2023-06-01,repair
10459,dhtxpccs,2022-11-01,repair
10460,dhtxpccs,2022-12-01,repair
10461,dhty8r5f,2022-11-01,repair
10462,dhtwzsg6,2022-07-01,repair
10463,dhtwzsg6,2023-09-01,repair
10464,dhtwzm3n,2022-07-01,repair
10465,dhtwzm3n,2022-07-01,repair
10466,dhtwzm3n,2023-08-01,repair
10467,dhtz01sq,2023-02-01,repair
10468,dhtz01sq,2023-05-01,repair
10469,dhtwwxq6,2023-03-01,repair
10470,dhty8p57,2022-11-01,repair
10471,dhty8p57,2023-03-01,repair
10472,dhty8p57,2023-03-01,repair
10473,dhty8p57,2023-03-01,repair
10474,dhty8p57,2023-06-01,repair
10475,dhtwzdx6,2022-12-01,repair
10476,dhtwz4vw,2022-10-01,repair
10477,dhtybrpy,2022-11-01,repair
10478,dhtybrpy,2022-12-01,repair
10479,dhtxpbmp,2023-07-01,repair
10480,dhtxpbmp,2023-07-01,repair
10481,dhtyb3nz,2023-04-01,repair
10482,dhtyb3nz,2023-06-01,repair
10483,dhtyb3nz,2023-06-01,repair
10484,dhtyb3nz,2023-08-01,repair
10485,dhtwy4s5,2023-03-01,repair
10486,dhtz07gv,2022-09-01,repair
10487,dhtz07gv,2023-09-01,repair
10488,dhtz0w7q,2022-10-01,repair
10489,dhtz0w7q,2022-11-01,repair
10490,dhtz0w7q,2023-01-01,repair
10491,dhtz0w7q,2023-02-01,repair
10492,dhtz0w7q,2022-02-01,repair
10493,dhtz0w7q,2023-02-01,repair
10494,dhtz0w7q,2023-03-01,repair
10495,dhtz0w7q,2023-03-01,repair
10496,dhtz0w7q,2023-04-01,repair
10497,dhtz0w7q,2022-04-01,repair
10498,dhtz0kdn,2023-02-01,repair
10499,dhtz0kdn,2023-05-01,repair
10500,dhtwyc86,2023-08-01,repair
10501,dhtz02pc,2022-11-01,repair
10502,dhtz02pc,2022-11-01,repair
10503,dhtwwxqk,2023-01-01,repair
10504,dhtwwxqk,2023-03-01,repair
10505,dhtwz0t1,2022-08-01,repair
10506,dhtwz0t1,2023-09-01,repair
10507,dhtybm48,2023-04-01,repair
10508,dhtybm48,2023-04-01,repair
10509,dhtwyb2y,2023-03-01,repair
10510,dhty8r4w,2023-01-01,repair
10511,dhtz0kpf,2022-11-01,repair
10512,dhtxpb11,2021-04-01,repair
10513,dhtwzkch,2022-11-01,repair
10514,dhtwycjt,2022-11-01,repair
10515,dhtwz3sn,2023-05-01,repair
10516,dhtwz3sn,2023-06-01,repair
10517,dhtwzhvz,2023-08-01,repair
10518,dhtwzzge,2023-02-01,repair
10519,dhtz050z,2023-03-01,repair
10520,dhtz050z,2023-05-01,repair
10521,dhtz050z,2023-08-01,repair
10522,dhtz050z,2023-08-01,repair
10523,dhtz050z,2023-09-01,repair
10524,dhtybre3,2023-04-01,repair
10525,dhtwz4cf,2023-02-01,repair
10526,dhtwz4cf,2023-03-01,repair
10527,dhtwxrfe,2022-12-01,repair
10528,dhtwxrfe,2023-04-01,repair
10529,dhtwzvwn,2022-07-01,repair
10530,dhtwzvwn,2022-12-01,repair
10531,dhtz28c2,2023-03-01,repair
10532,dhtwzvnr,2023-01-01,repair
10533,dhtz0s7f,2023-02-01,repair
10534,dhtz0h5b,2023-01-01,repair
10535,dhtz22yx,2023-02-01,repair
10536,dhtz22yx,2023-02-01,repair
10537,dhtz22yx,2023-07-01,repair
10538,dhtxpb2k,2023-04-01,repair
10539,dhtxpb2k,2023-05-01,repair
10540,dhtwwz0j,2022-12-01,repair
10541,dhtz0kse,2022-12-01,repair
10542,dhtz0kr5,2023-03-01,repair
10543,dhtwz27s,2022-10-01,repair
10544,dhtz0kxk,2022-12-01,repair
10545,dhtz0kxk,2023-07-01,repair
10546,dhtz0kxk,2023-08-01,repair
10547,dhtwzwpq,2023-03-01,repair
10548,dhtwzwpq,2023-05-01,repair
10549,dhtwwzwr,2022-10-01,repair
10550,dhtwwzwr,2022-10-01,repair
10551,dhtwwzwr,2022-10-01,repair
10552,dhtwwzwr,2022-10-01,repair
10553,dhtwwzwr,2022-10-01,repair
10554,dhtwwzwr,2022-11-01,repair
10555,dhtwwzwr,2022-11-01,repair
10556,dhtwwzwr,2022-12-01,repair
10557,dhtwwzwr,2022-12-01,repair
10558,dhtwwzwr,2022-12-01,repair
10559,dhtwwzwr,2022-12-01,repair
10560,dhtwwzwr,2022-12-01,repair
10561,dhtwwzwr,2022-12-01,repair
10562,dhtwwzwr,2022-12-01,repair
10563,dhtwwzwr,2022-01-01,repair
10564,dhtwwzwr,2023-02-01,repair
10565,dhtwwzwr,2023-02-01,repair
10566,dhtwwzwr,2023-02-01,repair
10567,dhtwwzwr,2023-02-01,repair
10568,dhtwwzwr,2023-02-01,repair
10569,dhtwwzwr,2023-02-01,repair
10570,dhtwwzwr,2023-02-01,repair
10571,dhtwwzwr,2023-03-01,repair
10572,dhtwwzwr,2023-03-01,repair
10573,dhtwwzwr,2023-03-01,repair
10574,dhtwwzwr,2023-04-01,repair
10575,dhtwwzwr,2023-04-01,repair
10576,dhtwwzwr,2023-04-01,repair
10577,dhtwwzwr,2023-04-01,repair
10578,dhtwwzwr,2023-04-01,repair
10579,dhtwwzwr,2023-04-01,repair
10580,dhtwwzwr,2023-04-01,repair
10581,dhtwwzwr,2023-04-01,repair
10582,dhtwwzwr,2023-05-01,repair
10583,dhtwzm3w,2022-08-01,repair
10584,dhtwzm3w,2022-08-01,repair
10585,dhtwzm3w,2022-09-01,repair
10586,dhtwzm3w,2022-10-01,repair
10587,dhtwz0t9,2023-01-01,repair
10588,dhtz0rg9,2023-02-01,repair
10589,dhtz0rg9,2023-05-01,repair
10590,dhtz0rg9,2023-06-01,repair
10591,dhtz0rg9,2023-06-01,repair
10592,dhtz0snc,2022-07-01,repair
10593,dhtwzumn,2022-12-01,repair
10594,dhtwyg7n,2022-10-01,repair
10595,dhtwyg7n,2023-04-01,repair
10596,dhtwz0wt,2022-11-01,repair
10597,dhtwz0wt,2022-12-01,repair
10598,dhtwxxgr,2022-08-01,repair
10599,dhtwxxgr,2022-11-01,repair
10600,dhtwxxgr,2022-11-01,repair
10601,dhtwxxgr,2022-11-01,repair
10602,dhtwxxgr,2022-11-01,repair
10603,dhtwxxgr,2022-11-01,repair
10604,dhtwxxgr,2022-11-01,repair
10605,dhtwxxgr,2022-11-01,repair
10606,dhtwxxgr,2022-11-01,repair
10607,dhtwxxgr,2022-11-01,repair
10608,dhtwxxgr,2022-11-01,repair
10609,dhtwxxgr,2022-11-01,repair
10610,dhtwxxgr,2022-11-01,repair
10611,dhtwxxgr,2022-11-01,repair
10612,dhtwxxgr,2022-11-01,repair
10613,dhtwxxgr,2022-11-01,repair
10614,dhtwxxgr,2022-11-01,repair
10615,dhtwxxgr,2022-11-01,repair
10616,dhtwxxgr,2022-11-01,repair
10617,dhtwxxgr,2022-11-01,repair
10618,dhtwxxgr,2022-11-01,repair
10619,dhtwxxgr,2022-11-01,repair
10620,dhtwxxgr,2022-11-01,repair
10621,dhtwxxgr,2022-11-01,repair
10622,dhtwxxgr,2022-11-01,repair
10623,dhtwxxgr,2022-11-01,repair
10624,dhtwxxgr,2022-12-01,repair
10625,dhtwxxgr,2022-12-01,repair
10626,dhtwxxgr,2022-12-01,repair
10627,dhtwxxgr,2022-12-01,repair
10628,dhtwxxgr,2022-12-01,repair
10629,dhtwxxgr,2023-01-01,repair
10630,dhtwxxgr,2023-01-01,repair
10631,dhtwxxgr,2023-01-01,repair
10632,dhtwxxgr,2023-01-01,repair
10633,dhtwxxgr,2023-01-01,repair
10634,dhtwxxgr,2023-02-01,repair
10635,dhtwxxgr,2023-02-01,repair
10636,dhtwxxgr,2023-02-01,repair
10637,dhtwxxgr,2023-03-01,repair
10638,dhtwxxgr,2023-03-01,repair
10639,dhtwxxgr,2023-03-01,repair
10640,dhtwxxgr,2023-03-01,repair
10641,dhtwxxgr,2023-05-01,repair
10642,dhtwxxgr,2023-05-01,repair
10643,dhtwxxgr,2023-05-01,repair
10644,dhtwxxgr,2023-05-01,repair
10645,dhtwxxgr,2023-05-01,repair
10646,dhtwxxgr,2023-05-01,repair
10647,dhtwxxgr,2023-05-01,repair
10648,dhtwxxgr,2023-07-01,repair
10649,dhtwxxgr,2023-07-01,repair
10650,dhtwxxgr,2023-09-01,repair
10651,dhtz0qj1,2023-03-01,repair
10652,dhtz0hsg,2023-02-01,repair
10653,dhtz0e95,2022-07-01,repair
10654,dhtyb21p,2022-09-01,repair
10655,dhtz0rgz,2023-02-01,repair
10656,dhtz0rgz,2023-03-01,repair
10657,dhtz0td9,2023-09-01,repair
10658,dhtz05zt,2022-09-01,repair
10659,dhtz05zt,2022-12-01,repair
10660,dhtz05zt,2023-08-01,repair
10661,dhtwzsgr,2022-11-01,repair
10662,dhtybkrp,2023-02-01,repair
10663,dhtz0u0m,2023-05-01,repair
10664,dhtz0rm5,2022-07-01,repair
10665,dhtz0rm5,2023-02-01,repair
10666,dhtz0wf3,2011-09-01,repair
10667,dhtz0wf3,2011-09-01,repair
10668,dhtwyf03,2022-08-01,repair
10669,dhtwyf03,2022-09-01,repair
10670,dhtwyf03,2022-10-01,repair
10671,dhtwyf03,2023-01-01,repair
10672,dhtwyf03,2022-03-01,repair
10673,dhtz0eg4,2023-04-01,repair
10674,dhtz07r7,2023-01-01,repair
10675,dhtybkqz,2022-10-01,repair
10676,dhtwzhjw,2023-07-01,repair
10677,dhtz0qen,2022-11-01,repair
10678,dhtz0qen,2022-11-01,repair
10679,dhtz0qen,2023-06-01,repair
10680,dhtwzvhm,2022-07-01,repair
10681,dhtyb2cf,2022-12-01,repair
10682,dhty8rmk,2022-12-01,repair
10683,dhtz02qh,2022-10-01,repair
10684,dhtz0u2h,2022-09-01,repair
10685,dhtz0u2h,2023-01-01,repair
10686,dhtz0u2h,2023-01-01,repair
10687,dhtz0u2h,2023-01-01,repair
10688,dhtz0u2h,2023-01-01,repair
10689,dhtz0u2h,2023-02-01,repair
10690,dhtz0u2h,2023-02-01,repair
10691,dhtz0u2h,2023-02-01,repair
10692,dhtz0m58,2022-12-01,repair
10693,dhtz0m58,2022-12-01,repair
10694,dhtz0m58,2023-02-01,repair
10695,dhtz0m58,2022-03-01,repair
10696,dhtz0m58,2023-04-01,repair
10697,dhtz0m58,2023-06-01,repair
10698,dhtz0m58,2022-06-01,repair
10699,dhtwxpvd,2022-12-01,repair
10700,dhtwzes8,2023-04-01,repair
10701,dhtwyfcm,2022-08-01,repair
10702,dhtwyfcm,2023-08-01,repair
10703,dhtwyfcm,2023-09-01,repair
10704,dhtyb4dt,2023-07-01,repair
10705,dhtyb4dt,2023-08-01,repair
10706,dhtyb4dt,2023-08-01,repair
10707,dhtz0t81,2023-07-01,repair
10708,dhtz0qjj,2023-07-01,repair
10709,dhtwzzf7,2022-11-01,repair
10710,dhtwzzf7,2023-01-01,repair
10711,dhtwzzf7,2023-03-01,repair
10712,dhtwzzf7,2023-09-01,repair
10713,dhtwzzf7,2023-09-01,repair
10714,dhty8r8j,2022-08-01,repair
10715,dhty8r8j,2022-09-01,repair
10716,dhtwztre,2023-03-01,repair
10717,dhtz23j3,2023-09-01,repair
10718,dhtz07w0,2022-08-01,repair
10719,dhtyb256,2023-08-01,repair
10720,dhtz0ebj,2022-11-01,repair
10721,dhtwyck4,2022-10-01,repair
10722,dhtwyck4,2023-06-01,repair
10723,dhtz0t1x,2023-02-01,repair
10724,dhtz0t1x,2023-03-01,repair
10725,dhtz064n,2023-07-01,repair
10726,dhtwzdxd,2022-12-01,repair
10727,dhtwzdxd,2023-01-01,repair
10728,dhtwzhp5,2022-07-01,repair
10729,dhty8rme,2023-09-01,repair
10730,dhtz0hrh,2022-11-01,repair
10731,dhtyb2zc,2022-12-01,repair
10732,dhtwxrf9,2023-07-01,repair
10733,dhtwzehb,2023-01-01,repair
10734,dhtybkcf,2022-12-01,repair
10735,dhtwzdwd,2022-10-01,repair
10736,dhtwzdwd,2023-01-01,repair
10737,dhtybe9f,2022-08-01,repair
10738,dhtybe9f,2022-08-01,repair
10739,dhtybe9f,2022-09-01,repair
10740,dhtybe9f,2022-09-01,repair
10741,dhtz0me4,2022-11-01,repair
10742,dhtz0me4,2022-11-01,repair
10743,dhtwybgk,2023-03-01,repair
10744,dhtwyckh,2022-11-01,repair
10745,dhtwycg2,2022-10-01,repair
10746,dhtwycg2,2022-10-01,repair
10747,dhtwycg2,2023-07-01,repair
10748,dhty8rgm,2023-04-01,repair
10749,dhtwzfxy,2023-03-01,repair
10750,dhtybhdk,2023-05-01,repair
10751,dhtyb5r5,2022-08-01,repair
10752,dhtybstw,2022-09-01,repair
10753,dhtybstw,2022-12-01,repair
10754,dhtwzw5g,2023-09-01,repair
10755,dhtybe9g,2023-05-01,repair
10756,dhtz0h58,2023-01-01,repair
10757,dhtz0h58,2023-04-01,repair
10758,dhtwz0tc,2023-06-01,repair
10759,dhtwz5ek,2023-08-01,repair
10760,dhtwzthj,2022-12-01,repair
10761,dhtwzthj,2023-03-01,repair
10762,dhtz0mw3,2023-03-01,repair
10763,dhtz0ts3,2023-06-01,repair
10764,dhtwzte9,2023-07-01,repair
10765,dhtwz3tj,2022-12-01,repair
10766,dhtwz3tj,2023-01-01,repair
10767,dhty8r8h,2022-11-01,repair
10768,dhty8r8h,2023-04-01,repair
10769,dhtybwkh,2023-05-01,repair
10770,dhtwychp,2022-10-01,repair
10771,dhtwychp,2023-01-01,repair
10772,dhtwzm2m,2023-02-01,repair
10773,dhtwzm2m,2023-08-01,repair
10774,dhtwzyn7,2023-02-01,repair
10775,dhtybrrx,2023-01-01,repair
10776,dhtybrrx,2023-04-01,repair
10777,dhtybrrx,2023-05-01,repair
10778,dhtybrrx,2023-07-01,repair
10779,dhtwzuwt,2023-01-01,repair
10780,dhtybkrp,2023-01-01,repair
10781,dhtz22ke,2023-02-01,repair
10782,dhtwz577,2022-12-01,repair
10783,dhtwz577,2023-03-01,repair
10784,dhtwz3s7,2023-01-01,repair
10785,dhtwz3s7,2023-03-01,repair
10786,dhtybjee,2022-11-01,repair
10787,dhty8qs3,2023-01-01,repair
10788,dhty8qs3,2023-02-01,repair
10789,dhty8qs3,2023-07-01,repair
10790,dhtwydwm,2022-07-01,repair
10791,dhtwydwm,2022-10-01,repair
10792,dhtwydwm,2023-08-01,repair
10793,dhtwydwm,2023-08-01,repair
10794,dhtyb592,2022-10-01,repair
10795,dhtwzeke,2023-09-01,repair
10796,dhtz0v0v,2023-09-01,repair
10797,dhtwygdk,2022-02-01,repair
10798,dhtyb833,2022-11-01,repair
10799,dhty8nuq,2022-11-01,repair
10800,dhty8nuq,2023-03-01,repair
10801,dhtz05d7,2023-01-01,repair
10802,dhtz05d7,2023-08-01,repair
10803,dhtwzsg2,2023-05-01,repair
10804,dhtz0x91,2022-11-01,repair
10805,dhtybtjk,2022-09-01,repair
10806,dhtz057b,2023-04-01,repair
10807,dhtz057b,2023-05-01,repair
10808,dhtwz0w3,2022-12-01,repair
10809,dhtwz3sm,2022-10-01,repair
10810,dhtwz3sm,2023-03-01,repair
10811,dhtz0574,2023-02-01,repair
10812,dhtwz3th,2023-04-01,repair
10813,dhtz0e62,2023-02-01,repair
10814,dhtybhqp,2023-08-01,repair
10815,dhtz0tz0,2023-05-01,repair
10816,dhtwzwgt,2023-03-01,repair
10817,dhtwzwgt,2023-03-01,repair
10818,dhtwycpm,2022-11-01,repair
10819,dhtwycpm,2023-02-01,repair
10820,dhtwycpm,2023-02-01,repair
10821,dhtwycpm,2023-03-01,repair
10822,dhtwycpm,2023-04-01,repair
10823,dhtwycpm,2023-05-01,repair
10824,dhtwycpm,2023-06-01,repair
10825,dhtwz3km,2022-07-01,repair
10826,dhtyb29m,2022-11-01,repair
10827,dhtyb29m,2023-04-01,repair
10828,dhtz0hjv,2023-07-01,repair
10829,dhtybp4f,2023-05-01,repair
10830,dhtwzzce,2022-12-01,repair
10831,dhtwzzce,2023-08-01,repair
10832,dhtwzzce,2023-09-01,repair
10833,dhtwzxs2,2023-05-01,repair
10834,dhtz0rn4,2023-01-01,repair
10835,dhtz0rn4,2023-09-01,repair
10836,dhtwz4cg,2023-02-01,repair
10837,dhtz0ky2,2022-12-01,repair
10838,dhtwycbk,2023-02-01,repair
10839,dhtwz1qg,2023-07-01,repair
10840,dhtybm62,2023-03-01,repair
10841,dhtybkbg,2022-11-01,repair
10842,dhtz075f,2022-10-01,repair
10843,dhtz03cr,2022-09-01,repair
10844,dhtwz1sg,2022-11-01,repair
10845,dhtwz1sg,2023-01-01,repair
10846,dhtwz1sg,2023-01-01,repair
10847,dhtwz1sg,2023-01-01,repair
10848,dhtwz1sg,2023-01-01,repair
10849,dhtwz1sg,2023-01-01,repair
10850,dhtwz1sg,2023-01-01,repair
10851,dhtwz1sg,2023-01-01,repair
10852,dhtwz1sg,2023-01-01,repair
10853,dhtwz1sg,2023-01-01,repair
10854,dhtwz1sg,2023-02-01,repair
10855,dhtwz1sg,2023-04-01,repair
10856,dhtwz1sg,2023-05-01,repair
10857,dhtwz1sg,2023-06-01,repair
10858,dhtz0r46,2022-12-01,repair
10859,dhtwz1t0,2022-07-01,repair
10860,dhtwwz81,2023-06-01,repair
10861,dhtwwz81,2023-06-01,repair
10862,dhtwz1kg,2023-03-01,repair
10863,dhtwz1kg,2023-07-01,repair
10864,dhtz0hz6,2023-06-01,repair
10865,dhtz0hz5,2022-11-01,repair
10866,dhtz0hz5,2022-12-01,repair
10867,dhtz0901,2022-12-01,repair
10868,dhtz0901,2023-09-01,repair
10869,dhtz0hkp,2023-06-01,repair
10870,dhtwz3yk,2022-12-01,repair
10871,dhtz032w,2023-02-01,repair
10872,dhtz032w,2023-03-01,repair
10873,dhtz0kpz,2023-06-01,repair
10874,dhtwzzv2,2022-09-01,repair
10875,dhtwzzv2,2022-07-01,repair
10876,dhtybgeb,2023-01-01,repair
10877,dhtybgeb,2023-01-01,repair
10878,dhtwyckp,2023-03-01,repair
10879,dhtz07s7,2023-08-01,repair
10880,dhtybg5z,2023-01-01,repair
10881,dhtybg5z,2023-04-01,repair
10882,dhtybg5z,2023-05-01,repair
10883,dhtz056g,2022-08-01,repair
10884,dhtwzes8,2023-05-01,repair
10885,dhtz050n,2023-06-01,repair
10886,dhtwwzk8,2023-01-01,repair
10887,dhtybw8v,2023-06-01,repair
10888,dhtwz0w9,2022-07-01,repair
10889,dhtwz0w9,2022-11-01,repair
10890,dhtwy6pv,2023-04-01,repair
10891,dhtwy6pv,2023-08-01,repair
10892,dhtz072e,2023-03-01,repair
10893,dhtz072e,2023-05-01,repair
10894,dhtz0g1y,2022-09-01,repair
10895,dhtz0kpu,2022-10-01,repair
10896,dhty8r5g,2023-01-01,repair
10897,dhtz0mww,2022-12-01,repair
10898,dhtz0mww,2022-12-01,repair
10899,dhtz0mww,2023-04-01,repair
10900,dhtz0mwq,2023-02-01,repair
10901,dhtz0mwq,2023-05-01,repair
10902,dhtwyckj,2022-10-01,repair
10903,dhtwyckj,2022-10-01,repair
10904,dhtybhyd,2023-02-01,repair
10905,dhtwyf81,2023-07-01,repair
10906,dhtwyf81,2023-07-01,repair
10907,dhtwz3sr,2023-03-01,repair
10908,dhtwzghx,2023-01-01,repair
10909,dhtybkrf,2023-01-01,repair
10910,dhtybkrf,2023-04-01,repair
10911,dhtz0599,2022-10-01,repair
10912,dhtybm6w,2022-07-01,repair
10913,dhtybm6w,2023-09-01,repair
10914,dhtwzseq,2023-08-01,repair
10915,dhty8nsb,2022-10-01,repair
10916,dhty8nsb,2022-11-01,repair
10917,dhty8nsb,2022-11-01,repair
10918,dhty8nsb,2022-11-01,repair
10919,dhty8nsb,2022-12-01,repair
10920,dhty8nsb,2023-01-01,repair
10921,dhty8nsb,2023-02-01,repair
10922,dhtyb2pe,2022-12-01,repair
10923,dhtyb2pe,2023-05-01,repair
10924,dhtyb2pe,2023-07-01,repair
10925,dhtz0myt,2023-06-01,repair
10926,dhtwzsg3,2022-07-01,repair
10927,dhty8r85,2022-12-01,repair
10928,dhtz0m5u,2022-11-01,repair
10929,dhtwwxpt,2023-03-01,repair
10930,dhtz0t7g,2023-09-01,repair
10931,dhtwz1w2,2022-08-01,repair
10932,dhtwz1w2,2022-11-01,repair
10933,dhtwz1w2,2022-11-01,repair
10934,dhtwz1w2,2023-04-01,repair
10935,dhtwz1w2,2023-04-01,repair
10936,dhtwz1w2,2023-04-01,repair
10937,dhtwz1w2,2023-04-01,repair
10938,dhtwz1w2,2023-04-01,repair
10939,dhtwz1w2,2023-04-01,repair
10940,dhtwz1w2,2023-04-01,repair
10941,dhtwz1w2,2023-04-01,repair
10942,dhtwz1w2,2023-04-01,repair
