Occupancy,DamageLevel,DamageType,FloodDepth,assessment_level,water_location,Latitude,Longitude,BldgValue,EstLoss,owner_renter,insurance_yesno
single_family,Affected,,,,,26.6578907218274,-82.1443145775433,81457.0,12218.55,,
single_family,Affected,,,,,26.6707005846406,-82.1523881058492,516342.0,77451.3,,
single_family,Minor,,,,,26.6593525543446,-82.1517010320987,47064.0,11766.0,,
single_family,Minor,,,,,26.6590633235123,-82.1520648371266,33859.0,8464.75,,
single_family,Minor,,,,,26.6588865260395,-82.1521470732481,58457.0,14614.25,,
single_family,Affected,,,,,26.6588680566624,-82.1522783831133,106775.0,16016.25,,
single_family,Affected,,,,,26.6447636250331,-82.1154927259924,296818.0,44522.7,,
single_family,Minor,,,,,26.6422287936463,-82.1236950422114,91408.0,22852.0,,
single_family,Minor,,,,,26.6401272539408,-82.12437874454,58670.0,14667.5,,
single_family,Affected,,,,,26.6626871334983,-82.1426007945833,228897.0,34334.55,,
single_family,Affected,,,,,26.63859504067,-82.1243695129451,122024.0,18303.6,,
single_family,Affected,,,,,26.6625828967233,-82.14035210358,145029.0,21754.35,,
single_family,Affected,,,,,26.6365014951773,-82.1225892926098,99680.0,14952.0,,
single_family,Minor,,,,,26.6426143907876,-82.1162738465506,198744.0,49686.0,,
single_family,Major,,,,,26.6662804353056,-82.1362994623852,108043.0,54021.5,,
single_family,Minor,,,,,26.6711804156812,-82.141883422627,100994.0,25248.5,,
single_family,Affected,,,,,26.6656396161307,-82.1442228522906,69412.0,10411.8,,
single_family,Affected,,,,,26.666477033232,-82.1528950830046,193915.0,29087.25,,
single_family,Minor,,,,,26.6345933847499,-82.1209484202737,413077.0,103269.25,,
single_family,Affected,,,,,26.6572194461111,-82.1451019404425,211450.0,31717.5,,
single_family,Affected,,,,,26.6602026585328,-82.1395786299253,105852.0,15877.8,,
single_family,Affected,,,,,26.6399075312555,-82.119625879802,102648.0,15397.2,,
single_family,Affected,,,,,26.6702924429128,-82.1554319367839,214618.0,32192.7,,
single_family,Minor,,,,,26.6668824054596,-82.1557243717955,224791.0,56197.75,,
single_family,Minor,,,,,26.6737046475992,-82.1292394375131,179443.0,44860.75,,
single_family,Affected,,,,,26.6705808992335,-82.1554753847079,172397.0,25859.55,,
single_family,Affected,,,,,26.7048053222623,-82.1558834871727,491447.0,73717.05,,
single_family,Affected,,,,,26.6441561002114,-82.1143609219365,161697.0,24254.55,,
single_family,Affected,,,,,26.6681711014861,-82.1459827286336,188224.0,28233.6,,
single_family,Minor,,,,,26.6361097411643,-82.122290884552,185514.0,46378.5,,
single_family,Minor,,,,,26.6509510421873,-82.1412409393644,169983.0,42495.75,,
single_family,Minor,,,,,26.6630754768174,-82.1455911144521,234849.0,58712.25,,
single_family,Affected,,,,,26.6972992290117,-82.1445756236609,62220.0,9333.0,,
single_family,Affected,,,,,26.6594083214667,-82.1442700058045,372036.0,55805.4,,
single_family,Minor,,,,,26.656076693596,-82.1493052907534,350377.0,87594.25,,
single_family,Affected,,,,,26.6462604393445,-82.1205205041668,217520.0,32628.0,,
single_family,Major,,,,,26.6631300113492,-82.1526300741569,205453.0,102726.5,,
single_family,Affected,,,,,26.6706827140212,-82.1501811290641,601995.0,90299.25,,
single_family,Affected,,,,,26.6663070942729,-82.14333307014,81642.0,12246.3,,
single_family,Minor,,,,,26.668512287543,-82.1418662898943,229892.0,57473.0,,
single_family,Minor,,,,,26.6334869236527,-82.1209407826306,185056.0,46264.0,,
single_family,Affected,,,,,26.6626754865598,-82.1446423449227,84156.0,12623.4,,
single_family,Affected,,,,,26.660125290778,-82.1530066078296,353144.0,52971.6,,
single_family,Minor,,,,,26.6338001077888,-82.1201901956572,211079.0,52769.75,,
single_family,Affected,,,,,26.6700035963458,-82.1535256309426,482020.0,72303.0,,
single_family,Affected,,,,,26.6739615,-82.15483809,387688.0,58153.2,,
single_family,Affected,,,,,26.6671023349759,-82.1447145276799,153167.0,22975.05,,
single_family,Affected,,,,,26.6426628469083,-82.1216796682482,80714.0,12107.1,,
single_family,Affected,,,,,26.6685738905577,-82.1533615794539,219247.0,32887.05,,
single_family,Minor,,,,,26.6671956184086,-82.1444600341819,40230.0,10057.5,,
single_family,Affected,,,,,26.6421526867285,-82.1175391884811,434601.0,65190.15,,
single_family,Affected,,,,,26.6708582751953,-82.1504811239638,161839.0,24275.85,,
single_family,Affected,,,,,26.6630474091251,-82.1437279875307,142104.0,21315.6,,
single_family,Major,,,,,26.6681809121567,-82.1412466778474,66771.0,33385.5,,
single_family,Minor,,,,,26.6351236777976,-82.1209142165121,348931.0,87232.75,,
single_family,Minor,,,,,26.6599509454745,-82.1527570755546,116625.0,29156.25,,
single_family,Affected,,,,,26.670130444796,-82.1560156856721,290111.0,43516.65,,
single_family,Affected,,,,,26.6627164015441,-82.1431236272943,140798.0,21119.7,,
single_family,Affected,,,,,26.6713277196013,-82.1538681356635,189497.0,28424.55,,
single_family,Affected,,,,,26.6667329053949,-82.1452203261592,59313.0,8896.95,,
single_family,Affected,,,,,26.6670771005204,-82.1451352871045,59313.0,8896.95,,
single_family,Affected,,,,,26.657478368836,-82.1441160649209,178278.0,26741.7,,
single_family,Affected,,,,,26.6965491587356,-82.1445725883443,280737.0,42110.55,,
single_family,Affected,,,,,26.7058361,-82.15871191,145118.0,21767.7,,
single_family,Affected,,,,,26.6710868829835,-82.149568397159,155674.0,23351.1,,
single_family,Destroyed,,,,,26.6654095462966,-82.1533305658566,261316.0,261316.0,,
single_family,Affected,,,,,26.6425712197407,-82.1196970022552,136780.0,20517.0,,
single_family,Minor,,,,,26.6671223422539,-82.1531465070177,319255.0,79813.75,,
single_family,Minor,,,,,26.6707772404654,-82.1514133373521,144251.0,36062.75,,
single_family,Affected,,,,,26.6683607572411,-82.1458645210843,158209.0,23731.35,,
single_family,Affected,,,,,26.694613176592,-82.1446020405517,167864.0,25179.6,,
single_family,Affected,,,,,26.70588775,-82.1595499,30779.0,4616.85,,
single_family,Affected,,,,,26.6699484800806,-82.1531986555614,287284.0,43092.6,,
single_family,Minor,,,,,26.6360983594393,-82.1212543813451,42742.0,10685.5,,
single_family,Minor,,,,,26.6348713867318,-82.120247011593,234894.0,58723.5,,
single_family,Affected,,,,,26.6637498056947,-82.1444791012052,69868.0,10480.2,,
single_family,Affected,,,,,26.658269343245,-82.1438859618549,411495.0,61724.25,,
single_family,Affected,,,,,26.6693520827428,-82.1480170448294,105639.0,15845.85,,
single_family,Affected,,,,,26.66981693754,-82.1500695896311,278925.0,41838.75,,
single_family,Affected,,,,,26.6708413017758,-82.1517406418866,243534.0,36530.1,,
single_family,Minor,,,,,26.6704473179931,-82.1417567004476,240289.0,60072.25,,
single_family,Minor,,,,,26.63901442686,-82.123205210015,57015.0,14253.75,,
single_family,Affected,,,,,26.6700923785353,-82.1500631566118,82712.0,12406.8,,
single_family,Minor,,,,,26.6389723065649,-82.1227670330653,43180.0,10795.0,,
single_family,Destroyed,,,,,26.6662773078193,-82.1344294702844,127641.0,127641.0,,
single_family,Affected,,,,,26.6606441399121,-82.1534025727917,69884.0,10482.6,,
single_family,Affected,,,,,26.6607456310575,-82.1531633330922,41143.0,6171.45,,
single_family,Minor,,,,,26.6405764305913,-82.1217475185209,148799.0,37199.75,,
single_family,Affected,,,,,26.668309560814,-82.14632645873,770508.0,115576.2,,
single_family,Minor,,,,,26.6678156222493,-82.1358788852107,512875.0,128218.75,,
single_family,Affected,,,,,26.6619897833337,-82.1436975655531,265996.0,39899.4,,
single_family,Affected,,,,,26.6658723160197,-82.1431698747758,33784.0,5067.6,,
single_family,Minor,,,,,26.6714565156627,-82.1501712618829,234541.0,58635.25,,
single_family,Affected,,,,,26.7025288997815,-82.1598856992412,135034.0,20255.1,,
single_family,Affected,,,,,26.6647838671788,-82.1416622820688,61869.0,9280.35,,
single_family,Affected,,,,,26.6463686031684,-82.1184244407465,166085.0,24912.75,,
single_family,Affected,,,,,26.6613875742472,-82.1445117802883,287261.0,43089.15,,
single_family,Minor,,,,,26.6652284235673,-82.1533138143513,132021.0,33005.25,,
single_family,Minor,,,,,26.6689919377416,-82.1552111039515,250365.0,62591.25,,
single_family,Affected,,,,,26.6713288704367,-82.1545129947116,369042.0,55356.3,,
single_family,Minor,,,,,26.6679144058402,-82.145571447086,76550.0,19137.5,,
single_family,Affected,,,,,26.7032624466624,-82.155034286977,117986.0,17697.9,,
single_family,Minor,,,,,26.6629103064646,-82.1525925654766,293188.0,73297.0,,
single_family,Affected,,,,,26.6624027183136,-82.1446622491538,119792.0,17968.8,,
single_family,Affected,,,,,26.6449607197918,-82.1196530469733,174892.0,26233.8,,
single_family,Affected,,,,,26.6450454557023,-82.114295685011,669614.0,100442.1,,
single_family,Affected,,,,,26.6619831939197,-82.1441849030384,108510.0,16276.5,,
single_family,Minor,,,,,26.7024343183217,-82.1602024017034,76016.0,19004.0,,
single_family,Minor,,,,,26.6397568480202,-82.1234460501363,31986.0,7996.5,,
single_family,Major,,,,,26.6565818785486,-82.1274266603238,457150.0,228575.0,,
single_family,Affected,,,,,26.6651279747983,-82.1435554218927,77711.0,11656.65,,
single_family,Affected,,,,,26.6410626644462,-82.1237470814897,267068.0,40060.2,,
single_family,Minor,,,,,26.6638306262844,-82.1519683608495,154209.0,38552.25,,
single_family,Affected,,,,,26.6713913924932,-82.1504988956623,203529.0,30529.35,,
single_family,Minor,,,,,26.6635606457337,-82.1498977936506,89509.0,22377.25,,
single_family,Minor,,,,,26.6430731811661,-82.1243572779213,44013.0,11003.25,,
single_family,Affected,,,,,26.6599690844653,-82.1445951560986,86866.0,13029.9,,
single_family,Affected,,,,,26.669882462161,-82.1553607022568,221200.0,33180.0,,
single_family,Affected,,,,,26.6708328880099,-82.1538977632333,151562.0,22734.3,,
single_family,Affected,,,,,26.6441290943823,-82.1197392162207,82453.0,12367.95,,
single_family,Affected,,,,,26.6651114906615,-82.1429475824412,189491.0,28423.65,,
single_family,Affected,,,,,26.641774310575,-82.1166502983813,104476.0,15671.4,,
single_family,Minor,,,,,26.6675503276247,-82.1385188073472,154306.0,38576.5,,
single_family,Major,,,,,26.667560698363,-82.1279807271701,179958.0,89979.0,,
single_family,Affected,,,,,26.6693232423743,-82.150157302841,199868.0,29980.2,,
single_family,Minor,,,,,26.6577802372919,-82.1371925091688,200260.0,50065.0,,
single_family,Affected,,,,,26.6699961298334,-82.1538379599279,302525.0,45378.75,,
single_family,Major,,,,,26.7042468598229,-82.1542333952505,114917.0,57458.5,,
single_family,Affected,,,,,26.6608234256525,-82.1443078793406,215189.0,32278.35,,
single_family,Minor,,,,,26.6649305239728,-82.1526938671615,266603.0,66650.75,,
single_family,Affected,,,,,26.6544459157933,-82.1394826144606,252027.0,37804.05,,
single_family,Minor,,,,,26.668967493358,-82.1539018441884,255493.0,63873.25,,
single_family,Affected,,,,,26.6703821571406,-82.1501086913307,316793.0,47518.95,,
single_family,Minor,,,,,26.6418670931227,-82.1243989824946,76152.0,19038.0,,
single_family,Minor,,,,,26.6634355601962,-82.1522251567175,188731.0,47182.75,,
single_family,Affected,,,,,26.6467993927768,-82.1183949366068,115501.0,17325.15,,
single_family,Minor,,,,,26.637336695545,-82.1169815322992,1234983.0,308745.75,,
single_family,Affected,,,,,26.6636929217549,-82.1462317679751,423834.0,63575.1,,
single_family,Minor,,,,,26.6572318202192,-82.1405278426108,105509.0,26377.25,,
single_family,Minor,,,,,26.6713263256939,-82.1498255922568,164154.0,41038.5,,
single_family,Affected,,,,,26.6595972771789,-82.1401961528104,223362.0,33504.3,,
single_family,Minor,,,,,26.7060010353525,-82.1598325060399,591367.0,147841.75,,
single_family,Affected,,,,,26.6942708701744,-82.1446430836909,107400.0,16110.0,,
single_family,Affected,,,,,26.6368767951798,-82.1168969171447,1223892.0,183583.8,,
single_family,Major,,,,,26.4521496769653,-82.032748464328,4594451.0,2297225.5,,
single_family,Affected,,,,,26.7058682200504,-82.1579748575366,1392742.0,208911.3,,
single_family,Affected,,,,,26.6607835462136,-82.1446480201377,115628.0,17344.2,,
single_family,Minor,,,,,26.6377426258545,-82.122958879774,43109.0,10777.25,,
single_family,Affected,,,,,26.6463948764519,-82.119235777903,456516.0,68477.4,,
single_family,Minor,,,,,26.6375416597194,-82.1146167211674,1034214.0,258553.5,,
single_family,Minor,,,,,26.6422753692613,-82.1218137693996,136617.0,34154.25,,
single_family,Affected,,,,,26.6713523434805,-82.1514671518866,144535.0,21680.25,,
single_family,Affected,,,,,26.6713356217898,-82.1541644598131,240968.0,36145.2,,
single_family,Major,,,,,26.4232386722543,-82.0818839777322,73546.0,36773.0,,
single_family,Affected,,,,,26.6982433945725,-82.1487592575087,69697.0,10454.55,,
single_family,Affected,,,,,26.56968766,-82.10323204,76954.0,11543.1,,
single_family,Minor,,,,,26.4408064479418,-82.0663210600344,244499.0,61124.75,,
single_family,Minor,,,,,26.6164853342234,-82.1233118847126,562477.0,140619.25,,
single_family,Minor,,,,,26.4419875793225,-82.063143409384,181638.0,45409.5,,
single_family,Affected,,,,,26.7047999255753,-82.1579189079625,1549851.0,232477.65,,
single_family,Major,,,,,26.4523616290626,-82.0333464333602,7374830.0,3687415.0,,
single_family,Minor,,,,,26.6374905560815,-82.1151445283552,1033327.0,258331.75,,
single_family,Affected,,,,,26.6956678329996,-82.1445907425388,169612.0,25441.8,,
single_family,Affected,,,,,26.66522790099,-82.1440834243074,69559.0,10433.85,,
single_family,Affected,,,,,26.7029302510267,-82.1532665362219,23529.0,3529.35,,
single_family,Affected,,,,,26.7026205507026,-82.1534480699698,20525.0,3078.75,,
single_family,Affected,,,,,26.7026925307512,-82.1534562573595,0.0,0.0,,
single_family,Minor,,,,,26.7027978284067,-82.1534609039651,0.0,0.0,,
single_family,Affected,,,,,26.6601923013011,-82.1420736748604,200077.0,30011.55,,
single_family,Minor,,,,,26.638197191301,-82.1216897245968,89356.0,22339.0,,
single_family,Minor,,,,,26.6335148775495,-82.1193365564484,291497.0,72874.25,,
single_family,Affected,,,,,26.7035039821141,-82.1536896485721,716413.0,107461.95,,
single_family,Affected,,,,,26.6476025097249,-82.1186776456734,158958.0,23843.7,,
single_family,Minor,,,,,26.6374836144197,-82.1155364190746,1046278.0,261569.5,,
single_family,Minor,,,,,26.6374073077414,-82.1164800274009,1223892.0,305973.0,,
single_family,Minor,,,,,26.6374860302324,-82.114193754128,1045120.0,261280.0,,
single_family,Major,,,,,26.636898680078,-82.1157960256893,0.0,0.0,,
single_family,Minor,,,,,26.637386380655,-82.1160914499355,1243034.0,310758.5,,
single_family,Affected,,,,,26.6606462536497,-82.1543417532602,1104957.0,165743.55,,
single_family,Affected,,,,,26.6644506912514,-82.1457637251099,106696.0,16004.4,,
single_family,Major,,,,,26.4525028918514,-82.0350586709037,1711140.0,855570.0,,
single_family,Minor,,,,,26.6634997369608,-82.1513046695385,104201.0,26050.25,,
single_family,Affected,,,,,26.6703771188074,-82.1560081962354,233802.0,35070.3,,
single_family,Affected,,,,,26.6623471850252,-82.1442549832707,178594.0,26789.1,,
single_family,Minor,,,,,26.6394072458507,-82.1186237921234,260629.0,65157.25,,
single_family,Minor,,,,,26.6377027646822,-82.1186949211104,737357.0,184339.25,,
single_family,Affected,,,,,26.665980958916,-82.1429669088765,97372.0,14605.8,,
single_family,Affected,,,,,26.6168088004548,-82.1239971203874,227460.0,34119.0,,
single_family,Minor,,,,,26.4611396744018,-82.0533621630954,650262.0,162565.5,,
single_family,Affected,,,,,26.6197947542185,-82.1227146288685,47189.0,7078.35,,
single_family,Minor,,,,,26.4612807232984,-82.0546094551153,148288.0,37072.0,,
single_family,Minor,,,,,26.4389499490402,-82.071392099258,159012.0,39753.0,,
single_family,Minor,,,,,26.4638585025091,-82.0526789716546,852895.0,213223.75,,
single_family,Minor,,,,,26.4620361886445,-82.0561018777,320118.0,80029.5,,
single_family,Minor,,,,,26.4632118657349,-82.0544641991386,559178.0,139794.5,,
single_family,Affected,,,,,26.6127766439563,-82.1189398301495,18651.0,2797.65,,
single_family,Affected,,,,,26.6170699880178,-82.1233902492386,171078.0,25661.7,,
single_family,Minor,,,,,26.4613605784865,-82.0533782973624,647612.0,161903.0,,
single_family,Minor,,,,,26.4393665783742,-82.0707852629037,219860.0,54965.0,,
single_family,Affected,,,,,26.6157718527271,-82.1224419350898,221493.0,33223.95,,
single_family,Affected,,,,,26.6954689644545,-82.1488115149572,99166.0,14874.9,,
single_family,Affected,,,,,26.6207436651379,-82.124709434194,448693.0,67303.95,,
single_family,Affected,,,,,26.6193975471782,-82.1218787547252,93978.0,14096.7,,
single_family,Minor,,,,,26.4627755985816,-82.0526649407931,409531.0,102382.75,,
single_family,Minor,,,,,26.6202368809422,-82.1247087414552,158702.0,39675.5,,
single_family,Minor,,,,,26.6207455629869,-82.1243196428931,211939.0,52984.75,,
single_family,Affected,,,,,26.6963140064512,-82.1488081977755,78121.0,11718.15,,
single_family,Affected,,,,,26.6190098609455,-82.1213392187323,86736.0,13010.4,,
single_family,Minor,,,,,26.4422702398356,-82.0623114983803,273458.0,68364.5,,
single_family,Minor,,,,,26.4409778724774,-82.0640830297012,167476.0,41869.0,,
single_family,Minor,,,,,26.4407295488675,-82.0640240209168,190150.0,47537.5,,
single_family,Minor,,,,,26.463626766098,-82.0548275950778,670917.0,167729.25,,
single_family,Affected,,,,,26.6198103938738,-82.1221723813172,143627.0,21544.05,,
single_family,Minor,,,,,26.4386628692963,-82.0700311292094,157823.0,39455.75,,
single_family,Minor,,,,,26.6152132564858,-82.1220565010947,269142.0,67285.5,,
single_family,Major,,,,,26.6122610945898,-82.1182937942092,39121.0,19560.5,,
single_family,Affected,,,,,26.6172930792402,-82.1204951731918,56675.0,8501.25,,
single_family,Affected,,,,,26.6922611300844,-82.1455262715103,110899.0,16634.85,,
single_family,Affected,,,,,26.69607524401,-82.1456772520934,130896.0,19634.4,,
single_family,Affected,,,,,26.6189604578015,-82.1225045665343,323931.0,48589.65,,
single_family,Minor,,,,,26.4647002789377,-82.0550466769346,144080.0,36020.0,,
single_family,Affected,,,,,26.6188914265768,-82.1245432068626,101966.0,15294.9,,
single_family,Minor,,,,,26.4623480753144,-82.0553329152709,384066.0,96016.5,,
single_family,Affected,,,,,26.6962994281301,-82.1451469230287,98795.0,14819.25,,
single_family,Minor,,,,,26.4393980066043,-82.0712016794507,211811.0,52952.75,,
single_family,Affected,,,,,26.6152375965176,-82.1224513197572,163018.0,24452.7,,
single_family,Affected,,,,,26.6188620627197,-82.1230602181676,80380.0,12057.0,,
single_family,Minor,,,,,26.4259340283282,-82.073151411607,2179501.0,544875.25,,
single_family,Affected,,,,,26.6980015748036,-82.1478554409933,178864.0,26829.6,,
single_family,Minor,,,,,26.4634174380071,-82.0554445982212,145771.0,36442.75,,
single_family,Minor,,,,,26.4414736710504,-82.0632201976568,369847.0,92461.75,,
