Occupancy,DamageLevel,DamageType,FloodDepth,assessment_level,water_location,Latitude,Longitude,BldgValue,EstLoss,owner_renter,insurance_yesno
multi_family,Affected,,,,,26.50047819400386,-81.86923293680239,628266.0,94239.9,,
multi_family,Minor,,,,,26.50085587787566,-81.86911766222563,1036251.0,259062.75,,
multi_family,Minor,,,,,26.50165150132139,-81.8690034767867,610862.0,152715.5,,
single_family,Affected,,,,,26.501709662712912,-81.86946272996863,199149.0,29872.35,,
single_family,Major,,,,,26.501741117127583,-81.86982475773515,247386.0,123693.0,,
single_family,Affected,,,,,26.499624927077004,-81.87080556781359,357437.0,53615.549999999996,,
single_family,Minor,,,,,26.49900407044795,-81.87081486702988,383565.0,95891.25,,
single_family,Affected,,,,,26.49870806669633,-81.87083594625402,448620.0,67293.0,,
single_family,Affected,,,,,26.49833256888499,-81.87078479087783,655395.0,98309.25,,
single_family,Minor,,,,,26.49818239291227,-81.87124351844827,232872.0,58218.0,,
single_family,Affected,,,,,26.4983398662939,-81.87152625068957,461026.0,69153.9,,
single_family,Affected,,,,,26.498686011586813,-81.87166114137915,444556.0,66683.4,,
single_family,Affected,,,,,26.498994933871344,-81.87158521832274,404335.0,60650.25,,
single_family,Affected,,,,,26.499266661632348,-81.87158185217072,323766.0,48564.9,,
single_family,Affected,,,,,26.50168494490801,-81.8701033469985,336639.0,50495.85,,
single_family,Affected,,,,,26.501710799355156,-81.8704833931427,409980.0,61497.0,,
single_family,Minor,,,,,26.501679455626622,-81.87084609010198,427141.0,106785.25,,
single_family,Affected,,,,,26.501148911680136,-81.87080404858162,487597.0,73139.55,,
single_family,Major,,,,,26.50081268887135,-81.87086479165372,467979.0,233989.5,,
single_family,Affected,,,,,26.500497130370373,-81.87089224471796,353050.0,52957.5,,
single_family,Affected,,,,,26.500189469997743,-81.87087627164587,462479.0,69371.84999999999,,
single_family,Minor,,,,,26.499898720431013,-81.87086089779791,365600.0,91400.0,,
single_family,Affected,,,,,26.499522869621025,-81.87163510523497,550701.0,82605.15,,
single_family,Minor,,,,,26.499783084394174,-81.87154989066606,286789.0,71697.25,,
single_family,Minor,,,,,26.500119191187242,-81.8715789406582,262178.0,65544.5,,
single_family,Affected,,,,,26.500451589550433,-81.87156779219426,436482.0,65472.299999999996,,
single_family,Affected,,,,,26.500733781555187,-81.87160685448261,342295.0,51344.25,,
single_family,Affected,,,,,26.501054267739576,-81.87162183370677,338947.0,50842.049999999996,,
single_family,Affected,,,,,26.501315151557694,-81.87155965295443,717917.0,107687.55,,
multi_family,Affected,,,,,26.501691861116107,-81.8728930668054,500472.0,75070.8,,
multi_family,Affected,,,,,26.50143033856245,-81.8729775115988,498871.0,74830.65,,
multi_family,Affected,,,,,26.501297409612526,-81.8730699831427,501706.0,75255.9,,
multi_family,Affected,,,,,26.4998251946143,-81.87318693163803,1846583.0,276987.45,,
multi_family,Affected,,,,,26.499457127461362,-81.87363516315054,1837316.0,275597.39999999997,,
multi_family,Affected,,,,,26.50129751649855,-81.87369606842472,589203.0,88380.45,,
multi_family,Affected,,,,,26.50236456089373,-81.87319569090137,0.0,0.0,,
multi_family,Affected,,,,,26.501580568278452,-81.87388539528202,596512.0,89476.8,,
multi_family,Affected,,,,,26.502214194004402,-81.8738833068024,573581.0,86037.15,,
multi_family,Minor,,,,,26.50230200870286,-81.87346329449048,599633.0,149908.25,,
single_family,Affected,,,,,26.504190889107747,-81.87349999014906,328383.0,49257.45,,
single_family,Affected,,,,,26.504203699136077,-81.87373599238252,309990.0,46498.5,,
single_family,Affected,,,,,26.504219768423635,-81.8743311384561,313224.0,46983.6,,
single_family,Minor,,,,,26.504161612328893,-81.87454229992156,315415.0,78853.75,,
single_family,Affected,,,,,26.504261185610922,-81.87414910302502,341681.0,51252.15,,
single_family,Affected,,,,,26.50465779014109,-81.8743557021864,361301.0,54195.15,,
single_family,Affected,,,,,26.504710560920707,-81.87420943069742,273215.0,40982.25,,
single_family,Affected,,,,,26.504841778416893,-81.87382553544677,278528.0,41779.2,,
single_family,Affected,,,,,26.50467715531544,-81.87380279702205,265422.0,39813.299999999996,,
single_family,Affected,,,,,26.504543005298643,-81.87374739228838,264717.0,39707.549999999996,,
single_family,Affected,,,,,26.505078887105665,-81.87387143143407,247356.0,37103.4,,
single_family,Affected,,,,,26.505360627230054,-81.87395661145759,494165.0,74124.75,,
single_family,Affected,,,,,26.506696402364803,-81.87287250250975,496399.0,74459.84999999999,,
single_family,Major,,,,,26.506327488847475,-81.87250209091707,526265.0,263132.5,,
multi_family,Affected,,,,,26.506011736652106,-81.87267260323682,0.0,0.0,,
single_family,Affected,,,,,26.505829520014252,-81.87307214778221,234208.0,35131.2,,
single_family,Affected,,,,,26.50564793848227,-81.87336482855024,449538.0,67430.7,,
single_family,Affected,,,,,26.505647658666508,-81.87415905762533,425360.0,63804.0,,
single_family,Affected,,,,,26.50598821565986,-81.87430657990586,1047033.0,157054.94999999998,,
single_family,Affected,,,,,26.506320754050034,-81.87430604220211,256071.0,38410.65,,
single_family,Affected,,,,,26.506616579358106,-81.87430226757826,227672.0,34150.799999999996,,
single_family,Affected,,,,,26.507172466657437,-81.8742084191143,391959.0,58793.85,,
single_family,Affected,,,,,26.50847215726664,-81.87342962989803,396595.0,59489.25,,
single_family,Affected,,,,,26.508689441871624,-81.87320859535096,439097.0,65864.55,,
single_family,Minor,,,,,26.508879111424932,-81.87299175520359,357233.0,89308.25,,
single_family,Affected,,,,,26.509523281990116,-81.87139370533694,375965.0,56394.75,,
single_family,Affected,,,,,26.509140996292253,-81.86975108396562,417714.0,62657.1,,
single_family,Affected,,,,,26.508161373260304,-81.86980582759698,366313.0,54946.95,,
single_family,Minor,,,,,26.507834057809752,-81.86978619010199,183686.0,45921.5,,
single_family,Affected,,,,,26.507265648671563,-81.86974116396564,354013.0,53101.95,,
single_family,Affected,,,,,26.506917889380517,-81.86973326396563,372275.0,55841.25,,
single_family,Affected,,,,,26.506564823249793,-81.86976638626186,1130960.0,169644.0,,
single_family,Affected,,,,,26.505921795836848,-81.86975479703773,325074.0,48761.1,,
single_family,Affected,,,,,26.505596917930365,-81.86973316319761,1106455.0,165968.25,,
single_family,Minor,,,,,26.50528079534125,-81.86967042855022,181845.0,45461.25,,
multi_family,Minor,,,,,26.50278812289743,-81.85893392394209,1375302.0,343825.5,,
multi_family,Minor,,,,,26.502861664560267,-81.85947242153604,1380589.0,345147.25,,
multi_family,Minor,,,,,26.50326813908847,-81.85977662148113,1399479.0,349869.75,,
single_family,Affected,,,,,26.502403579869533,-81.86110901376168,609671.0,91450.65,,
single_family,Affected,,,,,26.503423223292703,-81.86194814994509,321983.0,48297.45,,
single_family,Affected,,,,,26.50364856438527,-81.86211836688084,404927.0,60739.049999999996,,
single_family,Affected,,,,,26.50399890773566,-81.86264978687298,348791.0,52318.65,,
single_family,Minor,,,,,26.504162384195457,-81.86292720075231,338460.0,84615.0,,
single_family,Minor,,,,,26.504285846536206,-81.86325464937319,326848.0,81712.0,,
single_family,Affected,,,,,26.50433929721477,-81.86367535863653,322945.0,48441.75,,
single_family,Affected,,,,,26.503475920072912,-81.86386031403623,539904.0,80985.59999999999,,
single_family,Affected,,,,,26.503415804641403,-81.86482436449047,588083.0,88212.45,,
single_family,Affected,,,,,26.503959466969775,-81.86465875372245,320743.0,48111.45,,
single_family,Minor,,,,,26.504885830849197,-81.86438367216286,873803.0,218450.75,,
single_family,Affected,,,,,26.5047898837608,-81.863443742257,247128.0,37069.2,,
single_family,Affected,,,,,26.504803341787536,-81.86311890601128,187152.0,28072.8,,
single_family,Minor,,,,,26.5046891601724,-81.8627466415125,324367.0,81091.75,,
single_family,Minor,,,,,26.5046110137316,-81.8624315453448,347668.0,86917.0,,
single_family,Affected,,,,,26.50445806706674,-81.86212908075233,347979.0,52196.85,,
single_family,Affected,,,,,26.50371875834646,-81.8608879299843,177518.0,26627.7,,
single_family,Affected,,,,,26.505047417775653,-81.8695466139264,382275.0,57341.25,,
single_family,Affected,,,,,26.504744199999994,-81.86940609547815,247812.0,37171.799999999996,,
single_family,Affected,,,,,26.504405896329093,-81.86932461779007,250044.0,37506.6,,
single_family,Minor,,,,,26.504091434135763,-81.86932103626185,521756.0,130439.0,,
single_family,Minor,,,,,26.503812356966453,-81.86944088780575,216017.0,54004.25,,
single_family,Affected,,,,,26.503486617753026,-81.86952268627755,685366.0,102804.9,,
single_family,Affected,,,,,26.50319492753257,-81.86970797318975,463266.0,69489.9,,
single_family,Affected,,,,,26.50284681549712,-81.86976391627753,266790.0,40018.5,,
single_family,Affected,,,,,26.50232213719095,-81.87046404529772,348205.0,52230.75,,
single_family,Affected,,,,,26.502842561956808,-81.87045678913,208416.0,31262.399999999998,,
single_family,Minor,,,,,26.503176952427857,-81.87039789681023,360899.0,90224.75,,
single_family,Affected,,,,,26.503480862025505,-81.87031752141839,557996.0,83699.4,,
single_family,Minor,,,,,26.50377071928616,-81.8701726221707,562921.0,140730.25,,
single_family,Minor,,,,,26.504457861140953,-81.8699775907288,342571.0,85642.75,,
single_family,Affected,,,,,26.504741548792776,-81.87012258842473,375451.0,56317.65,,
single_family,Affected,,,,,26.505022717750776,-81.87034602992941,417557.0,62633.549999999996,,
single_family,Affected,,,,,26.505332156112125,-81.87035015300934,338000.0,50700.0,,
single_family,Affected,,,,,26.50565240870372,-81.8704404360579,322425.0,48363.75,,
single_family,Minor,,,,,26.506021794028094,-81.87048966296227,381477.0,95369.25,,
single_family,Affected,,,,,26.506641241238807,-81.87047397835413,428088.0,64213.2,,
single_family,Affected,,,,,26.5070021249782,-81.87045504989801,400066.0,60009.899999999994,,
single_family,Affected,,,,,26.507317980280114,-81.87046328528203,319419.0,47912.85,,
single_family,Minor,,,,,26.507623989064527,-81.87049603373029,611853.0,152963.25,,
single_family,Affected,,,,,26.507976341758138,-81.87043567067387,241826.0,36273.9,,
single_family,Minor,,,,,26.50834891047161,-81.87050720603438,216035.0,54008.75,,
single_family,Affected,,,,,26.508626947124508,-81.87052027141839,178572.0,26785.8,,
single_family,Affected,,,,,26.508986324550836,-81.87048577065036,254841.0,38226.15,,
single_family,Affected,,,,,26.50109973160546,-81.8605344114419,484659.0,72698.84999999999,,
multi_family,Minor,,,,,26.691223301096947,-81.79513486912596,63419.0,15854.75,,
manufactured_home,Affected,,,,,26.72064580884775,-81.7254621562781,21523.0,3228.45,,
multi_family,Minor,,,,,26.6911715277906,-81.79526943466566,60183.0,15045.75,,
multi_family,Major,,,,,26.692988036448483,-81.79371944755137,0.0,0.0,,
multi_family,Minor,,,,,26.693339901099424,-81.7937231500893,0.0,0.0,,
multi_family,Major,,,,,26.69344261864935,-81.79374325132581,18400.0,9200.0,,
multi_family,Minor,,,,,26.693607382357257,-81.7937566886028,0.0,0.0,,
multi_family,Major,,,,,26.693727148421356,-81.79370352660683,19036.0,9518.0,,
multi_family,Major,,,,,26.693818766833694,-81.79371002528717,18742.0,9371.0,,
multi_family,Major,,,,,26.69412429251115,-81.79373329073518,0.0,0.0,,
multi_family,Major,,,,,26.69501309347395,-81.79446992196065,111071.0,55535.5,,
multi_family,Major,,,,,26.694838304909144,-81.7944610590518,99487.0,49743.5,,
multi_family,Minor,,,,,26.694646712923717,-81.7942299992365,109782.0,27445.5,,
multi_family,Minor,,,,,26.69451171100266,-81.79414478557504,102379.0,25594.75,,
multi_family,Minor,,,,,26.694443152541517,-81.79402712376957,97468.0,24367.0,,
multi_family,Affected,,,,,26.69411343961778,-81.79398075301562,19846.0,2976.9,,
multi_family,Major,,,,,26.693942096638846,-81.79396217905615,19445.0,9722.5,,
multi_family,Major,,,,,26.69380022769014,-81.79399099546917,0.0,0.0,,
multi_family,Affected,,,,,26.693649515371845,-81.79396144733423,18772.0,2815.7999999999997,,
multi_family,Affected,,,,,26.693501009571683,-81.79396146961874,0.0,0.0,,
multi_family,Affected,,,,,26.693364615777053,-81.79394331907115,0.0,0.0,,
multi_family,Major,,,,,26.69317987663015,-81.79395290490226,0.0,0.0,,
multi_family,Major,,,,,26.693042082792342,-81.79393587452469,0.0,0.0,,
multi_family,Affected,,,,,26.69304665917117,-81.79476502773947,20274.0,3041.1,,
multi_family,Affected,,,,,26.69322721995236,-81.7947730558216,0.0,0.0,,
multi_family,Minor,,,,,26.6935584265032,-81.7947728519152,0.0,0.0,,
multi_family,Major,,,,,26.693804146403753,-81.79484490830524,20661.0,10330.5,,
multi_family,Affected,,,,,26.693946859888833,-81.79491510717259,0.0,0.0,,
multi_family,Minor,,,,,26.694051812246904,-81.79498943264672,22940.0,5735.0,,
multi_family,Major,,,,,26.694299371004956,-81.79513677390952,0.0,0.0,,
multi_family,Major,,,,,26.694394589047302,-81.79527835055838,0.0,0.0,,
multi_family,Minor,,,,,26.694254793755825,-81.79540749698067,0.0,0.0,,
multi_family,Major,,,,,26.69411458705485,-81.79532985641252,0.0,0.0,,
multi_family,Major,,,,,26.693956708629976,-81.79523295245359,0.0,0.0,,
multi_family,Major,,,,,26.693667185655176,-81.79506553660185,0.0,0.0,,
multi_family,Minor,,,,,26.693365196464494,-81.79504084188414,19360.0,4840.0,,
multi_family,Affected,,,,,26.693063962247816,-81.79503592886357,19535.0,2930.25,,
multi_family,Affected,,,,,26.69191587362324,-81.79621920075762,14411.0,2161.65,,
multi_family,Affected,,,,,26.69192617063597,-81.79573949547536,0.0,0.0,,
multi_family,Affected,,,,,26.691919091208714,-81.79556989622927,0.0,0.0,,
multi_family,Affected,,,,,26.691911880681996,-81.79540756057064,16942.0,2541.2999999999997,,
multi_family,Affected,,,,,26.69193537091201,-81.79521130321363,0.0,0.0,,
multi_family,Affected,,,,,26.691938415236002,-81.79503916623048,16862.0,2529.2999999999997,,
multi_family,Affected,,,,,26.69192740659213,-81.79431726528591,0.0,0.0,,
multi_family,Affected,,,,,26.691905623133174,-81.79415583094824,0.0,0.0,,
multi_family,Affected,,,,,26.691934733891703,-81.79395511510025,17822.0,2673.2999999999997,,
multi_family,Affected,,,,,26.691942719028532,-81.7937760873644,0.0,0.0,,
multi_family,Minor,,,,,26.69195750649417,-81.79320970038003,0.0,0.0,,
multi_family,Affected,,,,,26.691921284433995,-81.79304234717381,0.0,0.0,,
multi_family,Affected,,,,,26.69163442073524,-81.79270715994612,0.0,0.0,,
multi_family,Affected,,,,,26.692393708933032,-81.79203041075267,60643.0,9096.449999999999,,
multi_family,Affected,,,,,26.692250205815867,-81.79200834433652,0.0,0.0,,
multi_family,Affected,,,,,26.69131615632609,-81.79194147829669,0.0,0.0,,
multi_family,Minor,,,,,26.691233523258795,-81.7920675722654,0.0,0.0,,
multi_family,Affected,,,,,26.69118796111078,-81.79222451981184,81098.0,12164.699999999999,,
multi_family,Affected,,,,,26.691199204442874,-81.79251335093961,0.0,0.0,,
multi_family,Affected,,,,,26.690754327963326,-81.7930443139675,0.0,0.0,,
multi_family,Affected,,,,,26.690751153747453,-81.7926482115152,62245.0,9336.75,,
multi_family,Affected,,,,,26.690418899072473,-81.7926514816972,0.0,0.0,,
multi_family,Affected,,,,,26.690206324162393,-81.79223975132331,0.0,0.0,,
multi_family,Affected,,,,,26.690079509642057,-81.79195970679376,11998.0,1799.7,,
multi_family,Affected,,,,,26.69170997249175,-81.79570614358505,13971.0,2095.65,,
multi_family,Affected,,,,,26.691674124114858,-81.79554863094452,19057.0,2858.5499999999997,,
multi_family,Major,,,,,26.691710095469386,-81.79537630736316,0.0,0.0,,
multi_family,Affected,,,,,26.691695669783257,-81.79317405736073,0.0,0.0,,
multi_family,Affected,,,,,26.69015418118141,-81.79267100924977,103704.0,15555.599999999999,,
multi_family,Affected,,,,,26.689856191209525,-81.79211216604233,92264.0,13839.6,,
multi_family,Major,,,,,26.691145023980994,-81.79558523754316,47734.0,23867.0,,
single_family,Affected,,,,,26.719576849703092,-81.7253900265745,67196.0,10079.4,,
manufactured_home,Minor,,,,,26.720084040262787,-81.7254073725054,74552.0,18638.0,,
single_family,Minor,,,,,26.720270995979455,-81.72546272430212,116830.0,29207.5,,
single_family,Affected,,,,,26.720572383402597,-81.72554989734076,94399.0,14159.85,,
multi_family,Minor,,,,,26.692826055379484,-81.79342048037388,20797.0,5199.25,,
multi_family,Minor,,,,,26.69298829178649,-81.79343578829793,22946.0,5736.5,,
multi_family,Minor,,,,,26.693112331015474,-81.79344415188291,0.0,0.0,,
multi_family,Minor,,,,,26.693240134934594,-81.79342665509036,0.0,0.0,,
multi_family,Minor,,,,,26.693424166006896,-81.79343254546794,0.0,0.0,,
multi_family,Minor,,,,,26.69385737764367,-81.79341644829788,0.0,0.0,,
multi_family,Minor,,,,,26.694153486450194,-81.79347650169599,27545.0,6886.25,,
multi_family,Minor,,,,,26.694497246173164,-81.793401908304,0.0,0.0,,
multi_family,Minor,,,,,26.694418764282528,-81.7935424360386,91373.0,22843.25,,
multi_family,Minor,,,,,26.694376028272377,-81.79369468301807,121886.0,30471.5,,
multi_family,Major,,,,,26.695219555929096,-81.7947369422642,105793.0,52896.5,,
multi_family,Major,,,,,26.69511974612101,-81.79488087566224,124375.0,62187.5,,
multi_family,Minor,,,,,26.694981995927833,-81.7949735456623,123692.0,30923.0,,
multi_family,Minor,,,,,26.69490258181378,-81.7950711086816,0.0,0.0,,
multi_family,Minor,,,,,26.694754771285364,-81.79474389037883,18974.0,4743.5,,
multi_family,Minor,,,,,26.69463301202567,-81.79467876019189,18682.0,4670.5,,
multi_family,Minor,,,,,26.69450849881454,-81.79456733471896,18886.0,4721.5,,
multi_family,Major,,,,,26.69439374010407,-81.79449312207848,15251.0,7625.5,,
multi_family,Major,,,,,26.69416393959854,-81.7942603981171,26240.0,13120.0,,
multi_family,Minor,,,,,26.694014065646662,-81.79427998849464,0.0,0.0,,
multi_family,Minor,,,,,26.6937178661474,-81.79424187151274,19816.0,4954.0,,
multi_family,Minor,,,,,26.693579690878153,-81.79425488943795,18028.0,4507.0,,
multi_family,Affected,,,,,26.69313681691135,-81.79424233094697,42266.0,6339.9,,
multi_family,Minor,,,,,26.692981042724313,-81.79422859717378,21251.0,5312.75,,
multi_family,Minor,,,,,26.69302576209395,-81.79449951207357,20170.0,5042.5,,
multi_family,Minor,,,,,26.6933155652825,-81.79450005735583,0.0,0.0,,
multi_family,Major,,,,,26.693477702628677,-81.79450301980935,0.0,0.0,,
multi_family,Affected,,,,,26.69358783435186,-81.79449095301561,0.0,0.0,,
multi_family,Major,,,,,26.693904234598946,-81.79456640018692,0.0,0.0,,
multi_family,Minor,,,,,26.69412701194904,-81.79469436131848,0.0,0.0,,
manufactured_home,Destroyed,,,,,26.50174815500003,-81.95728144099996,44890.0,44890.5,,
manufactured_home,Destroyed,,,,,26.502237026000046,-81.95895071799998,44890.0,44890.5,,
manufactured_home,Destroyed,,,,,26.502172723000058,-81.95909527299995,44890.0,44890.5,,
multi_family,Minor,,,,,26.694365990352644,-81.79484665962121,19846.0,4961.5,,
manufactured_home,Destroyed,,,,,26.50202175000004,-81.95928847999994,44890.0,44890.5,,
manufactured_home,Destroyed,,,,,26.50196548400004,-81.95907085999994,44890.0,44890.5,,
manufactured_home,Destroyed,,,,,26.501964776000023,-81.95886667599996,44890.0,44890.5,,
multi_family,Minor,,,,,26.694589658155586,-81.79497256565735,19196.0,4799.0,,
manufactured_home,Destroyed,,,,,26.502000383000052,-81.95854410799996,44890.0,44890.5,,
multi_family,Major,,,,,26.69480987956198,-81.79518863698317,133732.0,66866.0,,
multi_family,Minor,,,,,26.69461540132596,-81.79544031472022,160181.0,40045.25,,
multi_family,Major,,,,,26.69450897464398,-81.79556410528477,111392.0,55696.0,,
multi_family,Affected,,,,,26.69445096465237,-81.79573271132705,0.0,0.0,,
multi_family,Minor,,,,,26.6940760658498,-81.79561441509904,93298.0,23324.5,,
multi_family,Affected,,,,,26.69392915187073,-81.79555909453207,97536.0,14630.4,,
multi_family,Minor,,,,,26.69379250646649,-81.79542009660804,0.0,0.0,,
multi_family,Affected,,,,,26.69364274173365,-81.79539061245731,94240.0,14136.0,,
multi_family,Affected,,,,,26.693525127534492,-81.79533933019432,92894.0,13934.1,,
multi_family,Affected,,,,,26.693325466767302,-81.79533363340057,92356.0,13853.4,,
multi_family,Affected,,,,,26.6930064588582,-81.79528076351228,135272.0,20290.8,,
manufactured_home,Affected,,,,,26.719423790573963,-81.72545342624622,15000.0,2250.0,,
manufactured_home,Affected,,,,,26.719280634583857,-81.72542311265704,37705.0,5655.75,,
manufactured_home,Affected,,,,,26.719135973680157,-81.72548773461412,54198.0,8129.7,,
multi_family,Affected,,,,,26.69116090261591,-81.79577198822966,63629.0,9544.35,,
manufactured_home,Affected,,,,,26.71862637036663,-81.72540067999617,21813.0,3271.95,,
multi_family,Minor,,,,,26.691152116831702,-81.79594946775214,77114.0,19278.5,,
multi_family,Major,,,,,26.691432100872852,-81.7959950254082,17209.0,8604.5,,
multi_family,Minor,,,,,26.691496902789396,-81.79573493597276,20807.0,5201.75,,
manufactured_home,Minor,,,,,26.69145054014583,-81.79553809097997,14960.0,3740.0,,
multi_family,Major,,,,,26.6914852492683,-81.79501781552908,0.0,0.0,,
multi_family,Major,,,,,26.691482830409026,-81.79487184101176,0.0,0.0,,
multi_family,Minor,,,,,26.6914959832432,-81.79472332974922,20805.0,5201.25,,
manufactured_home,Major,,,,,26.691469753057387,-81.79452952569403,16169.0,8084.5,,
multi_family,Minor,,,,,26.69143980800252,-81.79421261830167,45271.0,11317.75,,
multi_family,Major,,,,,26.691434502738183,-81.7933875428409,0.0,0.0,,
multi_family,Affected,,,,,26.69211997688611,-81.79318640974422,0.0,0.0,,
multi_family,Affected,,,,,26.692115857295573,-81.79337368076762,13471.0,2020.6499999999999,,
multi_family,Affected,,,,,26.69213350051419,-81.7935734158089,12991.0,1948.6499999999999,,
multi_family,Affected,,,,,26.69212995596902,-81.79376582009859,18515.0,2777.25,,
multi_family,Affected,,,,,26.692137476639306,-81.79393967673106,0.0,0.0,,
multi_family,Affected,,,,,26.692140346446237,-81.79430543026457,0.0,0.0,,
multi_family,Major,,,,,26.691128264557534,-81.79613237047198,83611.0,41805.5,,
multi_family,Affected,,,,,26.69210124088888,-81.79466752802986,58054.0,8708.1,,
multi_family,Affected,,,,,26.69215022843812,-81.79450813984226,18631.0,2794.65,,
multi_family,Affected,,,,,26.692643047782095,-81.79481007937945,504887.0,75733.05,,
multi_family,Major,,,,,26.691154565929278,-81.79631537088022,161633.0,80816.5,,
manufactured_home,Destroyed,,,,,26.49876990200005,-81.96349714699994,0.0,0.0,,
manufactured_home,Destroyed,,,,,26.499087237000026,-81.96345544699994,0.0,0.0,,
manufactured_home,Destroyed,,,,,26.499547402000076,-81.96350674099995,44890.0,44890.5,,
manufactured_home,Destroyed,,,,,26.49969021900006,-81.96347120199994,0.0,0.0,,
manufactured_home,Destroyed,,,,,26.499889103000044,-81.96350404799995,44890.0,44890.5,,
manufactured_home,Destroyed,,,,,26.50004140300007,-81.96350725699995,44890.0,44890.5,,
manufactured_home,Destroyed,,,,,26.500236270000073,-81.96349617899995,44890.0,44890.5,,
manufactured_home,Destroyed,,,,,26.500354327000025,-81.96350149099999,44890.0,44890.5,,
manufactured_home,Destroyed,,,,,26.500576617000036,-81.96354174499999,44890.0,44890.5,,
manufactured_home,Destroyed,,,,,26.500711159000048,-81.96351180999994,44890.0,44890.5,,
manufactured_home,Destroyed,,,,,26.50081098900006,-81.96351402999994,44890.0,44890.5,,
multi_family,Major,,,,,26.694690421587065,-81.79235802810966,17931.0,8965.5,,
multi_family,Major,,,,,26.694036189051136,-81.79255432585164,,,,
multi_family,Major,,,,,26.693859638976907,-81.7925687832112,,,,
multi_family,Major,,,,,26.693772156597127,-81.7925510738688,,,,
multi_family,Major,,,,,26.693812753473765,-81.79232627943057,0.0,0.0,,
multi_family,Major,,,,,26.69372802432814,-81.79230941792026,0.0,0.0,,
multi_family,Major,,,,,26.6935611747874,-81.7923331286767,0.0,0.0,,
multi_family,Major,,,,,26.693472050939402,-81.79232128075148,0.0,0.0,,
multi_family,Major,,,,,26.69326008273242,-81.79233579924241,0.0,0.0,,
multi_family,Major,,,,,26.69336276916825,-81.79234187018572,,,,
multi_family,Major,,,,,26.693288496066234,-81.79253926943673,,,,
multi_family,Major,,,,,26.693213253030223,-81.79254924000371,,,,
multi_family,Major,,,,,26.693032809225663,-81.79233656754396,0.0,0.0,,
multi_family,Major,,,,,26.693132017358206,-81.79271002603616,0.0,0.0,,
multi_family,Major,,,,,26.693303096801532,-81.79271084113023,0.0,0.0,,
multi_family,Major,,,,,26.693904046317282,-81.79295375924976,0.0,0.0,,
multi_family,Major,,,,,26.693800751326943,-81.79272370207359,0.0,0.0,,
multi_family,Major,,,,,26.693952488943626,-81.7927055628275,0.0,0.0,,
multi_family,Major,,,,,26.69423061032865,-81.79295509868528,,,,
multi_family,Major,,,,,26.694088808875943,-81.79294725685813,0.0,0.0,,
multi_family,Major,,,,,26.69432166749116,-81.79294241340054,0.0,0.0,,
multi_family,Major,,,,,26.694495677708005,-81.79295539773952,0.0,0.0,,
multi_family,Major,,,,,26.694615397382506,-81.79270556433528,,,,
multi_family,Major,,,,,26.69458030277621,-81.79295687132334,,,,
multi_family,Major,,,,,26.694830691623228,-81.79268135275115,0.0,0.0,,
multi_family,Major,,,,,26.694966882027707,-81.7926850545333,0.0,0.0,,
multi_family,Major,,,,,26.694933188465647,-81.79245956075269,,,,
multi_family,Major,,,,,26.695112693364777,-81.79242636810604,0.0,0.0,,
multi_family,Major,,,,,26.695140492700286,-81.79260160811093,0.0,0.0,,
multi_family,Major,,,,,26.69531308320678,-81.79256058565737,23240.0,11620.0,,
multi_family,Major,,,,,26.69565199724424,-81.79240194114007,27914.0,13957.0,,
multi_family,Major,,,,,26.69424293,-81.79193732,,,,
multi_family,Major,,,,,26.69425548506605,-81.79206768358875,,,,
multi_family,Major,,,,,26.6944467374734,-81.7920683300037,,,,
multi_family,Major,,,,,26.69549455664684,-81.79216188396629,23876.0,11938.0,,
multi_family,Major,,,,,26.69562863149199,-81.79217809924859,0.0,0.0,,
multi_family,Major,,,,,26.695740139405817,-81.7921966311352,0.0,0.0,,
multi_family,Affected,,,,,26.69215141148599,-81.7956185537023,50268.0,7540.2,,
manufactured_home,Affected,,,,,26.721342958675,-81.72488469132453,23422.0,3513.2999999999997,,
multi_family,Major,,,,,26.691879043864347,-81.79653851116389,92222.0,46111.0,,
multi_family,Major,,,,,26.691730798825255,-81.79650812747407,0.0,0.0,,
multi_family,Major,,,,,26.6915849894608,-81.79648931480772,136147.0,68073.5,,
multi_family,Major,,,,,26.69145056562468,-81.79646073205545,0.0,0.0,,
single_family,Affected,,,,,26.451478254017225,-81.83094066732933,257186.0,38577.9,,
single_family,Affected,,,,,26.453034138810622,-81.8305083369594,159702.0,23955.3,,
single_family,Affected,,,,,26.45428578631424,-81.82771496465163,182666.0,27399.899999999998,,
multi_family,Affected,,,,,26.4529874676638,-81.82769787238935,63649.0,9547.35,,
multi_family,Affected,,,,,26.453695452049832,-81.8244461717731,,,,
single_family,Affected,,,,,26.45417923616422,-81.82421561000346,77961.0,11694.15,,
single_family,Affected,,,,,26.454701492713003,-81.82496076176531,,,,
multi_family,Affected,,,,,26.45619941398161,-81.82881917688867,,,,
manufactured_home,Affected,,,,,26.455936326062663,-81.82767789087781,45745.0,6861.75,,
manufactured_home,Affected,,,,,26.45614679921563,-81.82855697594172,51017.0,7652.549999999999,,
manufactured_home,Affected,,,,,26.455560087800023,-81.83021964951372,33552.0,5032.8,,
manufactured_home,Affected,,,,,26.455567372191762,-81.82989814546968,28742.0,4311.3,,
single_family,Affected,,,,,26.454731622733906,-81.83041404814254,200260.0,30039.0,,
manufactured_home,Affected,,,,,26.455471148693157,-81.82929057328909,33251.0,4987.65,,
