OBJECTID,Project Name,Status,Area,Type,Record Number,GlobalID,Description 1,Description 2,Construction Value ($)
264,Enclaves of Eagle Nest,Complete,North Fort Myers,Mixed Use,DOS2015-00104,01a1cbaf-90f0-4d9c-82e8-e74578267dc3,"Planned development approved for 100,000 square feet of commercial space and 200 single family residential units.",,
265,Habitat Harlem Heights Phase 2,Construction,Iona/McGregor,Residential,DOS2022-00164,fa556c9a-80b2-4587-bdd1-1cf63966180f,"Residential planned development approved for 150 residential units on 23.76 acres. Construction of the Phase 2 area, which includes 98 single-family attached units and associated infrastructure improvements. ",,
266,Mangrove Estates,Permitting,Iona/McGregor,Residential,DOS2020-00010,44de662b-cdab-4252-8333-4e098200d771,"Approved for a 63-lot platted subdivision and the single-phase construction of infrastructure to support 63 single-family detached dwelling units [Lots 1 to 63] on a 19.22-acre site with direct access to Winkler Road, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, stormwater management infrastructure, paved internal roadways [Mangrove Estates Drive, Pigeon Key Drive, Saddlebunch Key, Summerlin Key Court], traffic signing and pavement markings, sidewalk, outdoor lighting, access gates, landscaping, and related improvements in conformance with the approved plans.",,
268,Launch Lee County,Permitting,Iona/McGregor,Commercial,DOS2020-00045,c39be95c-a3fa-4d6f-b2c6-cb33b0e0cb3b,"Approved for a 2-lot platted subdivision and the single-phase construction of infrastructure to support a 2,550-SF single-story single-tenant commercial building with 450-SF outdoor seating area for a coffee/donut shop with drive-through window use and a 3,750-SF single-story single-tenant commercial building for a medical/dental office use on a 1.87-acre site with direct access to Summer Ridge Lane, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, an irrigation system, two solid waste dumpster enclosures, stormwater management infrastructure, a paved uncovered parking lot and driveway accesses, traffic signing and pavement markings, four bicycle racks, sidewalk, outdoor lighting, landscaping, and related improvements in conformance with the approved plans.",,
269,Family Health Centers - Summerlin,Complete,Iona/McGregor,Commercial,COM2020-00730,743aa4ed-0d0b-49d1-97f5-ab21e19ffef8,"Two phase construction of a 43,700 GSF single story medical office building (ITE Land Use Code 720) on a 4.8-acre site with direct access to Summer Ridge Ln. Phase one will consist of a 36,300 SF medical office building, construction of utilities (electric, sanitary sewer, water, fire protection) connections, a sanitary sewer lift station, an irrigation system and well, a solid waste dumpster enclosure, stormwater management infrastructure and connection to offsite stormwater management system, a paved, uncovered parking lot and two driveway access(es), traffic signing and pavement markings, a bicycle rack, an uncovered patio, on-site and off-site sidewalks, outdoor lighting, landscaping, and related improvements in conformance with the approved plans. Phase two will consist of the construction of an additional 7,400 SF detached medical office building.",,
274,RSW Terminal & Gate Expansion,Construction,Gateway/Airport,Commercial,DOS2023-00051,578fdfb4-ab33-4a84-8b90-f914707dcbf8,"Approved for the three-phase construction of infrastructure to support a 127,075-SF four-story addition to a 211,409-SF multi-story commercial building for a commercial airport use (airport terminal expansion) [Phase 1] and a 16,560-SF single-story commercial building for a commercial airport support use (remote loading dock) [Phase 2] on respective 5.59-acre and 2.99-acre sites with direct access to Terminal Access Road, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, an irrigation system, solid waste dumpster enclosures, stormwater management infrastructure, paved parking areas, traffic signing and pavement markings, sidewalk, outdoor lighting, fencing, walls, landscaping, and related improvements in conformance with the approved plans.",,
275,Sunset at Casa Del Mar,Permitting,South Fort Myers,Residential,DOS2018-00047,2ab674a9-ff9b-48f7-8671-f89215f09bf2,"Approved for the single-phase construction of infrastructure to support 114 multi-family dwelling units [six 4-unit and fifteen 6-unit buildings] on a 12.17-acre site with direct access to Bass Road and Las Casa Drive, related site grading, and other improvements including constructing/installing with the required permits: a 980-SF single-story amenity center (not open to public), utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, a sanitary sewer lift station, stormwater management infrastructure, a paved uncovered parking lot and driveway accesses, paved/unpaved internal roadways [Bass Road extension, Las Casa Drive extension, Street A], traffic signing and pavement markings, bicycle racks, a pool, sidewalk/walkway, outdoor lighting, a monument sign, landscaping, and related improvements in conformance with the approved plans.",,
276,"Excalibur FKA My Garage, LLC at Shire",Complete,Daniels Parkway,Commercial,DOS2020-00122,e545633b-8ef6-4f8a-acd5-6e61faa9a9af,"Approved for the two-phase construction of infrastructure to support a building, (2) story, 70,890 GSF mini warehouse facility (ITE Land Use Code 151) as follows: Phase/building 1: 20 units, 21,127 sf 1st floor, 6,446 sf 2nd floor; Phase/building 2: 32 units, 33,070 sf 1st floor, 10,248 sf 2nd floor, on a 4.95-acre site with direct access to Daniels Parkway via privately maintained Shire Lane.",,
277,Crane Landing,Construction,North Fort Myers,Residential,DOS2005-00244,6c27474d-50a1-4911-9a17-3f043dbb2312,"Approved for a 427 lot subdivision for 117 sf and 155 duplex buildings (310 Units) and 802 residential condominium units in 49 buildings (1 Building - 4 Units, 4 Buildings - 8 Units/Bldg, 16 Buildings - 10 Units/Bldg, 13 Buildings - 12 Units/Bldg, 15 Buildings - 30 Units/Bldg) and 18 Hole Golf Course on 110.41+/- acres, an 8,325+/- sq.ft. One story building for a clubhouse, a 1,674+/- sq.ft.one story building for a golf pro-shop, a 1,952+/- one story building for a fitness center, a 491+/- sq.ft. building for a bar, a swimming pool, a 510+/- sq.ft. building for a pool house and a swimming pool, a 357+/- sq.ft. building for a guardhouse. Approval also includes a 1,344 sf temporary pro shop to be removed upon completion of the 1,674 sf pro shop. DOS2022-00207 Phase 4 DOS2023-00122 Phase 5  DOS2025-00030 Phase 6 ",,
278,Starbucks #66454,Complete,Lehigh Acres,Commercial,COM2021-00578,4fc5e2d9-9261-4728-b00a-f6dc5218e151,"New commercial construction of 2,526 SF single-story shell building.",,
280,Dollar General 23109,Complete,Fort Myers Shores,Commercial,DOS2021-00020,42e0eea3-6a8d-4201-860f-ee9d2b4156a6,"This application is for the development of a 10,640 square foot retail store and associated infrastructure. The 1.43-acre +/- site is located on the north west side of Palm Beach Boulevard (SR 80) and New York Drive intersection. ",,
281,Eagle Moving,Complete,San Carlos,Industrial,DOS2020-00063,c42bc7e2-47d7-402f-b69e-a3374b92464b,"Approved for single-phase construction of infrastructure to support a 2,094 GSF, single story office/warehouse building for use as Specialty Trade Contractor (ITE Land Use 180) on a 0.97-acre site with direct access to Alico Road, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, water, etc.) connections, an on-site aerobic treatment unit, an irrigation system, a solid waste dumpster enclosure(s), stormwater management infrastructure, a paved/uncovered parking lot and driveway access, an unpaved storage yard for storage of moving trucks, traffic signing and pavement markings, a bicycle rack(s), sidewalk/walkways, outdoor lighting, security fencing, an access gate(s), landscaping, and related improvements in conformance with the approved plans.",,
283,StorQuest Ft Myers,Development Order,Gateway/Airport,Industrial,DOS2022-00105,d831ab99-f069-4bfe-bdf4-08f489d2b808,Construction of five self storage facilities on a 2.39 acre parcel in Lee County Florida. The site is located on the south side of Telecom Dr. East of Jetport Commerce Parkway,,
284,Terminal Access Park,Development Order,Gateway/Airport,Mixed Use,DCI2021-00013,a57c3c2f-fada-449c-a554-618d7063257d,"Request to rezone 270.4± acres from Mixed Use Planned Development (MPD) and Agricultural (AG-2) to Mixed Use Planned Development (MPD) to allow for up to 2,000,000 square feet of Industrial Uses, 250,000 square feet of Commercial Office (including up to 150,000 square feet of Medical Office), 150,000 square feet of Commercial Retail, and a maximum of 250 hotel rooms.",DOS2023-00151 - Phase I Construction of a commercial-Industrial mixed use development,
285,Leeco Court Storage Facility,Development Order,Iona/McGregor,Commercial,DOS2021-00016,d135605a-e5d0-49c7-9348-aba8cc64bfec,"Approved for the single-phase construction of infrastructure to support a storage facility (LUC 150 Warehouse) with a 43,350-SF roofed structure (78 storage spaces) and a 3,438-SF GFA (1,815-SF footprint) two-story manager’s office building and caretakers residence on a 5.03-acre site with direct access to Leeco Court, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) a solid waste dumpster enclosure, stormwater management infrastructure, a paved uncovered/covered parking lot and driveway access, traffic signing and pavement markings, an access gate, bicycle rack, landscaping, and related improvements in conformance with the approved plans.",,
