OBJECTID,Project Name,Status,Area,Type,Record Number,GlobalID,Description 1,Description 2,Construction Value ($)
160,Cypress Hammock,Complete,South Fort Myers,Residential,DOS2018-00011,f714c857-d9d6-4601-b466-4417ac3317c6,"Originally approved for the single-phase construction of infrastructure to support 225 mid-rise multi-family residential rental units [Buildings #1, #2, #3, #5, #6, #7, #8: 24 units each; Buildings #4: 27 units; Building #9: 30 units] with 7 accessory garage buildings [two 5-space, one 7-space, and four 9-space] on a 25.63-acre site with direct access to Ben C Pratt Six Mile Cypress Parkway, related site grading, and other improvements including constructing/installing with the required permits: a 8,000-SF single-story amenity center.",,
161,Lehigh Kingdom Hall,Complete,Lehigh Acres,Other,COM2019-02207,32f1db36-9e18-4283-a498-e52ef5f8eb43,"Originally approved for the single-phase construction of infrastructure to support a 3,793-SF single-story building for use as a place of worship on a 2.0-acre site with direct access to James Avenue, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, a sanitary sewer grinder pump station, an irrigation system and well, stormwater management infrastructure, a paved uncovered parking lot and driveway access, traffic signing and pavement markings, a bicycle rack, sidewalk, outdoor lighting, a monument sign, landscaping, and related improvements in conformance with the approved plans.",,
163,7-Eleven SR 31,Complete,Bayshore,Commercial,DOS2018-00024,7f8b3523-0bf1-4204-ac55-41077b16717e,"Approved for the single-phase construction of infrastructure to support a 3,109-SF single-story super convenience market with 19 fueling positions on a 1.98-acre site with direct access to S.R. 31 and Old Bayshore Rd., related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections; septic tank; septic drain field; potable water well; grease trap; a solid waste dumpster enclosure; stormwater management infrastructure; four underground fuel storage tanks; one 20,000 gallon water tank; two fueling position canopies; an irrigation system; a paved uncovered parking lot and driveway accesses; traffic signing and pavement markings; sidewalk; outdoor lighting; monument signs; landscaping; and related improvements in conformance with the approved plans.",,
165,Dollar General,Complete,Lehigh Acres,Commercial,COM2019-01083,40947482-5a1a-46f4-ae57-195539bb4bbd,"Approved for the single-phase construction of infrastructure to support a 7,500-SF single-story commercial retail building for use as a variety story on a 1.20-acre site with direct access to Meadow Road, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, a sanitary sewer pump station, an irrigation system and well, a solid waste dumpster enclosure, stormwater management infrastructure, a paved uncovered parking lot and driveway access, a bicycle rack, outdoor lighting, landscaping, and related improvements in conformance with the approved plans.",,
171,Oak Villages,Permitting,South Fort Myers,Residential,DOS2022-00022,9ea83fb3-5c4a-4f67-a06b-576b8a2418b3,"The proposed construction of 13 multifamily buildings, one clubhouse, and 9 garages, with associated parking, conveyance and stormwater management system. Maximum 262 dwelling units (7 single-family and 255 multi-family) and a 6,000 square foot clubhouse. Area B limited to 66 dwelling units.",,
173,Six Mile Cypress,Development Order,South Fort Myers,Residential,DOS2024-00165,60d62c56-7809-486c-8c32-2c75baa183ec,Proposed construction of multi-family building consisting of 35 dwelling units. ,,
176,Faith Homes of Lehigh Acres,Complete,Lehigh Acres,Residential,COM2020-00377,b84862d0-9cc7-4196-bfd0-3a71c5cdc17b,"Approved for the single-phase construction of infrastructure to support a 54 unit three-story building for use as a multi-family residential development on a 3.69-acre site with direct access to Woodward Ct., related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, a solid waste dumpster enclosure, sidewalk, landscaping, a paved uncovered parking lot and driveway accesses, a bicycle rack, outdoor lighting and related improvements in conformance with the approved plans.",,
177,AutoZone #6859,Complete,Lehigh Acres,Commercial,DOS2019-00153,d9860e1e-9b1e-4ab4-ac23-81ae4250c9a2,"Approved for the single phase construction of infrastructure to support a 7381 SF Autozone commercial retail store (ITE Land Use Code 843) on a 3.3 acre site with indirect access to Joel BLVD and David Ave, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, a sanitary sewer lift station(s), an irrigation system, a solid waste dumpster enclosure, stormwater management infrastructure, a paved/uncovered parking lot and driveway access, traffic signing and pavement markings at the Joel BLVD entrance, a bicycle rack, internal and roadside sidewalks, outdoor lighting, landscaping, and related improvements in conformance with the approved plans.",,
178,7-Eleven Luckett #1043363,Complete,Fort Myers,Commercial,DOS2019-00095,285e01cf-3e8c-4a2d-8283-d5ad1bc2afe6,"Originally approved for the single-phase construction of infrastructure to support a 4650 GSF convenience market building (ITE Land Use Code 960) without outdoor seating area with 20 (total) fueling positions on a 2.93 acre parcel with direct ingress and indirect egress to Enterprise Parkway, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, an irrigation system, a solid waste dumpster enclosure, stormwater management infrastructure, underground fuel storage tanks, 2 fueling canopies, a paved parking lot and 3 driveway access(es), a right turn lane, a paved internal roadway (Old Luckett Dr), traffic signing and pavement markings, bicycle rack(s), sidewalks/walkways, outdoor lighting, a monument sign, landscaping, and related improvements in conformance with the approved plans.",,
179,Riverdale Shopping Center,Complete,Fort Myers Shores,Commercial,DOS2020-00012,7b899914-f859-4075-a20d-952e8f4674ea,"Approved for the two-phase construction of infrastructure to support a 50,462-SF single-story multi-tenant commercial building for a shopping center use to include a 46,662-SF supermarket use, two 1,200-SF retail uses (Retail A1 and A2), and a 1,400-SF retail use (Retail B) with no outdoor seating area on a 10.42-acre site with direct access to Buckingham Road and Palm Beach Boulevard (SR 80), related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, an irrigation system and well, a solid waste dumpster enclosure, truck wells, stormwater management infrastructure, a paved uncovered parking lot and driveway accesses, external roadway improvements (i.e. westbound Palm Beach Boulevard (SR 80) left-turn extension at the north site access), traffic signing and pavement markings, sidewalk, outdoor lighting, guard railing, a monument sign, landscaping, and related improvement",,
181,Key Foods,Complete,Lehigh Acres,Commercial,COM2020-01586,130db0ab-0c1f-4b66-bcf6-01aeb68354d8,"Approved for the single-phase construction of infrastructure to support a 19,478-SF single-story commercial building with 878-SF single-story walk-in cooler for a supermarket use on a 2.41-acre site with direct access to 4th Street West and Lee Boulevard, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, a sanitary sewer grinder lift station, an irrigation system, a solid waste dumpster enclosure, stormwater management infrastructure, a paved uncovered parking lot and driveway accesses, an eastbound Lee Boulevard right-turn lane at the north site access, external roadway improvements (i.e. 4th Street West pavement widening), traffic signing and pavement markings, a bicycle rack, sidewalk, outdoor lighting, landscaping, and related improvements in conformance with the approved plans.",,
182,Lehigh Convenience Store and Gas Pumps,Permitting,Lehigh Acres,Commercial,COM2020-01323,07c2aa79-b4cd-4b24-b967-630472952bc5,"Approved for the construction of a 4,000 square foot building (3,000 square foot convenience market use; 1,000 square foot fast food restaurant with drive through use) with 8 vehicle fueling positions, in-ground fuel tank, a 5,000 gallon below ground water tank for fire protection, a canopy over the gasoline fueling positions, well for irrigation and potable water, on-site septic tank with drain field, improvements to Gretchen Avenue and Leonard Boulevard, one (1) project sign, open parking, landscaping, stormwater management facilities, and related site improvements.",,
185,Lehigh RV & Boat Storage,Construction,Lehigh Acres,Commercial,DOS2018-00052,aa9c1d05-06c7-42b7-befd-be676599b33b,"Single-phase construction of infrastructure to support eleven unenclosed canopy structures [55,008-SF total – Canopy #1: 11,424-SF, Canopy #2: 2,040-SF, Canopy #3: 7,752-SF, Canopy #4: 2,112-SF, Canopy #5: 2,920-SF, Canopy #6: 4,176-SF, Canopy #7: 7,392-SF, Canopy #8: 1,008-SF, Canopy #9: 3,037-SF, Canopy #10(A): 4,008-SF, Canopy #10(B): 9,139-SF] for an outdoor storage use on a 3.94-acre site with direct access to 8th Street West, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, a sanitary sewer grinder pump station, an irrigation system and well, a solid waste dumpster enclosure, stormwater management infrastructure, a paved uncovered parking lot and driveway access, traffic signing and pavement markings, sidewalk, outdoor lighting, an access gate, walls, landscaping, and related improvements in conformance with the approved plans.","DOS2018-00052-M01 Minor Change #1, revisions to change size of canopies 7, 8, 9, and 10(B), change entrance gates, and add overhang concrete pad.",
186,Kevin Schuman Allstate,Complete,Lehigh Acres,Commercial,DOS2019-00063,27e2e7ca-6360-4cfa-b4b5-9a2a79164db7,"Approved for the single-phase construction of infrastructure to support the renovation of a 2,053-SF single-story building for use as a single-tenant non-medical office building on a 0.50-acre site with direct access to Irving Avenue, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, a sanitary sewer lift station, an irrigation system, a solid waste dumpster enclosure, stormwater management infrastructure, a paved uncovered parking lot and driveway access, external roadway improvements (i.e. Irving Avenue bituminous overlay), traffic signing and pavement markings, a bicycle rack, sidewalk, landscaping, and related improvements in conformance with the approved plans.",,
190,TPI Aluminum,Complete,Fort Myers,Industrial,COM2020-00432,792b7980-aaeb-40b4-8c7d-fa434fe80128,"Construction of infrastructure to support a 5000-SF single-story single tenant general light industrial building for use as a Specialty Trade Contractor on one 0.81-acre site with direct access to High Cotton Ln, related site grading, and other improvements including constructing/installing with the required permits: a septic system, stormwater management infrastructure, a paved uncovered parking lot and driveway accesses, a sidewalk/walkway, landscaping, and related improvements in conformance with the approved plans.",,
191,Laredo RV & Boat Storage,Complete,Fort Myers,Commercial,DOS2019-00141,d3909e7f-cfc9-47a1-a06c-2c7ba38c0e3b,"Approved for the single-phase construction of infrastructure to support a 84,069 SF outdoor storage use on a 5.08-acre site with direct access to Laredo Avenue, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, stormwater management infrastructure, a paved uncovered parking lot and driveway access, traffic signing and pavement markings, a sidewalk, outdoor lighting, fencing, an access gate(s), landscaping, and related improvements in conformance with the approved plans.",,
193,Sequioa Development,Complete,Gateway/Airport,Industrial,COM2020-00186,bfa28872-6926-40e8-89ca-a6e520911fd2,"Single-phase construction of infrastructure to support a 1,373-SF single-story trailer for a general light industrial use on a 1.19-acre site with direct access to Lindbergh Boulevard and Rickenbacker Parkway, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, a solid waste dumpster enclosure, stormwater management infrastructure, a paved uncovered parking lot and driveway accesses, traffic signing and pavement markings, sidewalk, fencing, access gates, landscaping, and related improvements in conformance with the approved plans.",,
194,Palm Pointe Shoppes Multi-Family,Construction,South Fort Myers,Residential,DOS2020-00049,bc509348-bcb9-4597-b989-891e4e0a76d5,"Proposed construction of 263 multi-family units in 2 bldgs, 5 garage bays, maintenance shed, car wash, dog wash area & pool.",,
196,Alva Assisted Living,Complete,Northeast Lee County,Residential,DOS2020-00091,6b4cf1e0-9b89-4c1b-9fbc-2414baa2a417,"Construction of two assisted living facilities buildings with 16 units per building. The development consists of parking, drainage, landscape, sewer septic system and potable well.",,
197,Greenwell Investment Properties,Complete,Fort Myers Shores,Commercial,COM2020-02414,d93e7339-ca10-48a0-b623-021ccd727f8d,"Construction of a 15,000-SF +/- Multiple tenant office and warehouse building and associated infrastructure. [DOS2020-00087]",,
200,Kiyo's Concrete Site,Permitting,North Fort Myers,Commercial,DOS2019-00065,054afeca-2012-47bf-8142-d073b6a648d0,"Approved for the Phase 2 construction of infrastructure to support a 9,600-SF single-story general office/warehouse building [7,200-SF Warehouse and 2,400-SF Office]on a 4.16-acre site with existing 2,000-SF warehouse building and 14,118-SF general office/warehouse building with indirect access to North Tamiami Trail, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, a solid waste dumpster enclosure, stormwater management infrastructure, a paved uncovered parking lot and driveway access, traffic signing and pavement markings, sidewalk, outdoor lighting, fencing, landscaping, and related improvements in conformance with the approved plans.",,
201,Caliber Collision Phase II,Construction,North Fort Myers,Commercial,DOS2018-10072,caf3f54a-2f22-4926-a9f2-88fb1e7b382d,"Phase II construction of a 3,160-SF single-story single-tenant commercial building for a non-medical office use on a 3.86-acre site with direct access to Brown Road and US 41.",,
202,STOR NOW North Fort Myers,Development Order,North Fort Myers,Commercial,DOS2023-00067,52ee40e1-49ba-4d6a-a1ca-57bb5406663f,"Construct infrastructure to serve 142,026 SF self-storage facility.",,
204,Calusa Cay Publix,Complete,Pine Island,Commercial,DOS2019-00130,b015c343-9d07-4530-bd8a-b89e0047ce95,"Approved for the single-phase construction of infrastructure to support a 29,065-SF single-story single-tenant commercial building for a supermarket use on a 26.77-acre site with direct access to Pine Island Road, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, a sanitary sewer lift station, an electric generator enclosure, a truck well, stormwater management infrastructure, a paved uncovered parking lot and driveway accesses, a paved internal roadway [Orchid Cove Boulevard], traffic signing and pavement markings, sidewalk, outdoor lighting, monument signs, landscaping, and related improvements in conformance with the approved plans.",,
207,Lehigh Acres Middle School & Amanecer Elementary ,Complete,Lehigh Acres,Other,DOS2019-00147,7f7fea5f-5e3d-409d-aba0-c8ffeb4428c4,"Approved for the 4-phase construction of infrastructure to support construction of a two story, grade K-5, 83,495 GSF Elementary School and a 3 story, grade 6-8, 65,992 GSF Middle School with a separate 29,551 single story gymnasium, on a 42.53 acre site with direct access to Sunrise Blvd, related site grading, and other improvements including constructing/installing with the required permits: parking and driveways, surface water management lakes, dry detention areas, grass ball fields, fences, a wetland conservation easement, solid waste enclosure, propane farm, temporary portable classrooms, utility connections, an irrigation system, a solid waste dumpster enclosure, stormwater management infrastructure, a paved uncovered parking lot and driveway access(es), bicycle racks, a playground, basketball court(s), tennis court(s), sidewalks/walkways, fencing, access gate(s), a monument sign, and related improvements in conformance with the approved plans.",,
210,River Hall,Construction,Fort Myers Shores,Mixed Use,DOS2005-00182,79c2dbbc-8c2a-4f2d-853c-8def2f3f250d,"Planned development approved for 45,000 square feet of commercial uses on 27.05 acres  1,238.92 acres of public uses, and 2,695 residential units on 712.47 acres.","DOS2023-00137 Development of 202 townhome units with supporting infrastructure. DOS2025-00075 Project proposed to be completed in 3 phases, 282 single-family lots.",
225,SkyWorks Equipment Rental,Complete,South Fort Myers,Industrial,DOS2020-00031,af17bfba-70e9-45ed-9ba2-d4c490dc8b5d,"Approved for the single-phase construction of infrastructure to support a 16,155-SF single-story single-tenant commercial building for use as a general light industrial facility with a 52,039-SF gravel area to be utilized for storage on a 4.44-acre site with direct access to Crystal Drive, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, a sanitary sewer grinder pump station, an irrigation system and well, a solid waste dumpster enclosure, stormwater management infrastructure, a paved uncovered parking lot and driveway access, traffic signing and pavement markings, a bicycle rack, sidewalk, outdoor lighting, fencing, landscaping, and related improvements in conformance with the approved plans.",,
227,Clean Machine Arborwood,Complete,Gateway/Airport,Commercial,DOS2021-00001,b1ca24ca-fd0a-44ea-b348-be81eaace0fa,"Construction of a drive-thru car wash with outside vacuums, parking and related infrastructure.",,
232,Fifth Third Bank,Complete,South Fort Myers,Commercial,COM2020-00537,b2453af2-0a4b-49e8-b82b-4f68454072ef,"Single-phase construction of infrastructure to support a 2,800-SF single-story commercial building for a 2-lane drive-in bank use on a 0.94-acre site with direct access to South Pointe Boulevard, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, an irrigation system, a solid waste dumpster enclosure, stormwater management infrastructure, a paved uncovered parking lot and driveway accesses, a transit stop, traffic signing and pavement markings, a bicycle rack, sidewalk, outdoor lighting, landscaping, and related improvements in conformance with the approved plans.",,
233,FineMark National Bank and Trust,Complete,South Fort Myers,Commercial,DOS2019-00043,63a7e137-ae52-4a9b-8325-d4d0b62a7a57,"Approved for the two-phase construction of infrastructure to support a 62,950-SF three-story commercial building for combined non-medical office/bank with 2-drive-through lane use [56,438-SF/6,512-SF respectively] and a 6,678-SF single story commercial building for medical office use on a 6.36-acre site with direct access to College Parkway and Winkler Road, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, a sanitary sewer lift station, two solid waste dumpster enclosures, an electric generator enclosure, stormwater management infrastructure, a paved uncovered parking lot and driveway accesses, a southbound Winkler Road right-turn lane at the east site access, traffic signing and pavement markings, sidewalk, outdoor lighting, landscaping, and related improvements in conformance with the approved plans.",,
234,Lee County Development Activity Map,,,,,f7e8f97e-bd8b-4098-80be-2d1b75c6692e,This map contains a selection of new development projects and investment activity within Lee County. This map is for reference only. Project plans and statuses are subject to change. Lee County makes no claims or guarantees about the accuracy or currency of the information contained on this map and expressly disclaims liability for errors and omissions.,Select a project from the list or map to view details.,
235,Center Place Apartments,Complete,San Carlos,Residential,DOS2019-00037,7886c943-c4e1-4120-84bc-2027530e3db8,"Approved for the five-phase construction of infrastructure to support 300 multi-family dwelling units in 16 commercial buildings on a 48.94-acre site with direct access to Center Place Boulevard, related site grading, and other improvements including constructing/installing with the required permits: a 7,836-SF single-story amenity center (not open to the general public), seven 1,783-SF single-story enclosed garages, a 3,614-SF single-story enclosed bicycle garage , a 3,614-SF single-story enclosed maintenance garage, a dog park, utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, a sanitary sewer pump station, a solid waste dumpster enclosure, stormwater management infrastructure, a paved uncovered parking lot and driveway accesses, a paved internal east-west roadway, traffic signing and pavement markings, bicycle racks, two pools, outdoor gaming area, sidewalk, outdoor lighting, fencing, access gates, a monument sign, landscaping, and related improvements.",,
236,7-Eleven Centerplace,Complete,San Carlos,Commercial,DOS2020-00057,53f3bb13-ebdf-40e1-91bd-cc27bdbb16ff,"Approved for the single-phase construction of infrastructure to support a 4,730-SF single-story commercial building for a convenience food and beverage store with 16-fuel pump use and a 980-SF single-story commercial building for a related single-lane automated vehicle wash use on a 2.68-acre site with direct access to Center Place Boulevard and an unnamed southern Alico Road frontage road, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, a solid waste dumpster enclosure, stormwater management infrastructure, a fueling position canopy, a paved uncovered parking lot and driveway accesses, a westbound Alico Road left-turn lane extension at Center Place Boulevard, traffic signing and pavement markings, bicycle rack, sidewalk, outdoor lighting, landscaping, and related improvements in conformance with the approved plans.",,
237,Alico Medical Center,Permitting,Gateway/Airport,Commercial,DOS2020-00143,bf0cc37f-0dbf-4547-a004-11eae934d2c3,"Approved for the single-phase construction of infrastructure to support a 12,800-SF single-story commercial building and a 60,000-SF three story commercial building both for a medical/dental office use on a 6.32-acre site with direct access to Boren Road, related site grading, and other improvements.",,
239,Miromar Lakes Messina,Permitting,San Carlos,Residential,DOS2021-00060,e8f57600-db69-41a8-ae9f-caa09a4dbdb8,Request to approve a proposed single family development that consists of 25 single family lots and 13 6-unit multifamily buildings.,,
240,Coral Bay,Construction,North Fort Myers,Residential,DOS2021-00023,b3109320-acd6-4a23-b2cf-2fad673d7f11,Construction of a 517-unit residential subdivision and associated infrastructure improvements.,,
241,Del Webb Oak Creek,Construction,North Fort Myers,Residential,DOS2021-00010,9860800f-b575-48e2-8d1a-92c298ad7cd4,"Approved for a platted subdivision and the 24-phase construction of infrastructure to support 233 senior, adult, detached, age restricted single family residential lots, (#1-234) (ITE Land Use Code 251) and 26 multi-family buildings containing 184 senior, adult, attached, age restricted dwelling units (ITE Land Use Code 252) as follows: (4) 6 unit, 9,265 GSF, (18) 8 unit 12,180 GSF and (4) 4 unit 7,616 GSF buildings for a total of 418 age restricted housing units, on a 446.4-acre site with direct access to Bayshore Rd, a 7,714-SF single-story amenity center (non-public-use), a 5883-SF single-story amenity center (non-public-use), utility (i.e. electric, sanitary sewer, water, etc.) connections, bicycle racks, mail kiosks, an uncovered deck/patio, 2 pools, a dog park, a basketball court, 2 pickle ball courts, 5 tennis courts, a volleyball court, a kayak launch, and related improvements in conformance with the approved plans.","Phase 2: DOS2022-00084 - Construction of 289 single family residential units and associated infrastructure. Phase 4: DOS2024-00009 -  259 single-family residential units with associated roadway, water management and utility infrastructure.",
242,Portico,Construction,Fort Myers Shores,Residential,DCI2018-00018,4d8d0fe3-04ea-43b4-bc40-7a5bc04ddb7a,"Planned development approved for 21.66 acres of conservation land, 232.13 acres of public space, and 1,600 residential units.",,
243,Savanna Lakes South,Construction,Lehigh Acres,Residential,ADD2019-00207,36f69fcd-7979-46a3-9e73-fd34d7a3789c,"Mixed use planned development approved for remaining 810 single family residential units and 100,000 square feet of commercial space. ",North Phase 1: DOS2020-00120   North Phase 2: DOS2022-00166,
244,Arborwood Preserve Phase 3,Permitting,Fort Myers,Residential,DOS2019-00119,ed26e971-7cd3-43c8-8a62-29dacf7bc3a2,"Approved for the Phase 3 construction of infrastructure to support 143 single family detached dwelling units on a 55.78-acre site with direct access to Shady Blossom Drive [Block S – Lots 1-48; Block T – Lots 1-49; Block U – Lots 1-37; Block V – Lots 1-9], related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, a sanitary sewer lift station, stormwater management infrastructure, paved internal roadways [Shady Lake Run, Shady Palm Way], traffic signing and pavement markings, sidewalk, outdoor lighting, landscaping, and related improvements in conformance with the approved plans.",,
245,Pratt's Preserve,Development Order,South Fort Myers,Residential,DOS2022-00003,2f8f212d-32a3-4f01-aab3-b2b6442a580e,Approved for an eighty two lot platted subdivision and the two-phase construction of infrastructure to support 82 single-family detached dwelling unit(s) on an approximate 31.46 acre site,DOS2023-00090 Phase II construction of infrastructure to support 44 single-family residential units.     ,
246,Merchants Crossings Apartments,Complete,North Fort Myers,Residential,DOS2020-00098,e67d0f33-cf73-4cbe-b418-b4d3ec860401,"The proposed project consists of the construction of a 283-unit multi-family development, including; open spaces, associated parking and drainage.",,
247,Chase N Ft Myers,Development Order,North Fort Myers,Commercial,DOS2023-00128,79380192-b9dc-4d97-a5e8-ea400f336033,"The proposed development consists of a 3,372 SF Chase Bank with drive through ATM and associated site features.",,
248,Lee Health Day Care,Complete,South Fort Myers,Commercial,COM2019-01981,4ab8db1a-5722-48d9-96fd-b7128ee054a3,"Approved for the single-phase construction of infrastructure to support a 17,736-SF single-story commercial building for a maximum 210-student day care center use on a 5.36-acre site with direct access to Plantation Road, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, a sanitary sewer pump station, an irrigation system and well, a solid waste dumpster enclosure, stormwater management infrastructure, a paved uncovered parking lot and driveway accesses, a southbound Plantation Road right-turn lane at the site access, traffic signing and pavement markings, a bicycle rack, a playground, sidewalk, outdoor lighting, fencing, walls, monument signs, landscaping, and related improvements in conformance with the approved plans.",,
249,Bermuda Lakes RV Resort,Permitting,Fort Myers Shores,Commercial,DOS2014-00091,5d937d77-a25c-4f9f-ad43-b5f494cfcae5,"Approved for the construction of a 48.78-acre, 155-site recreational vehicle park, related site grading, and other improvements including constructing utility (electric, sanitary sewer, water) connections, stormwater management infrastructure, driveway accesses, internal roadways, fencing, walls, landscaping, and related improvements in conformance with the approved plans.",,
250,Larsen Health Center,Complete,Iona/McGregor,Residential,COM2019-01420,d8192452-b611-446e-ba61-a48901eda41d,"Approved for the seven-phase construction of infrastructure to support a 195,141 GSF six-story commercial building for use as a 180-bed skilled nursing facility on a 10.16-acre site with direct access to Shell Point Plaza, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, a solid waste dumpster enclosure, stormwater management infrastructure, a paved uncovered parking lot and driveway accesses, traffic signing and pavement markings, sidewalk, a shared-use pathway, outdoor lighting, guard railing, walls, a monument sign, landscaping, and related improvements in conformance with the approved plans.",,
251,Three Oaks Distribution Center,Planning/Zoning,Gateway/Airport,Mixed Use,DCI2019-00013,c78bf716-c268-4ac1-80e0-cbc729f68e87,"Mixed use planned development approved for 600,000 square feet of commercial, 600,000 square feet of industrial, 71.92 acres of mixed use, and 21.10 acres of public space. A portion of this MPD has been developed into the Centerlinks Business Park.",,
253,Buckingham 345,Development Order,Fort Myers Shores,Residential,DOS2022-00080,32d41844-5f38-4664-9af6-1b8f871259d5,"Phase 1 is the first phase of residential development within the proposed Buckingham 345 residential community located approximately 1.3 miles south of SR 80 (Palm Beach Blvd) on the east side of Buckingham Road in Lee County, FL. The Project proposes 457 single-family residential lots and supporting paving, drainage, and utility infrastructure, including 15 water management lakes.",,
254,Owl Creek RPD,Development Order,Northeast Lee County,Residential,DCI2021-00011,5aa27573-ac70-47fc-930e-3932e91bc232,"Proposed rezoning of ±342.68 acres from Agricultural (AG-2) to minor Residential Planned Development (RPD) to allow development of a clustered residential community containing up to 440 dwelling units consisting of single-family and two-family attached with associated amenities while providing for significant environmental, historical, storm water, water quality and infrastructure enhancements. Maximum building height is 35 feet.",DOS2024-00029 : Owl Creek Phase 1 consists of 102 single family residential homes and supporting infrastructure.,
255,Bay Harbour Marina Village-Compass Rose Marina ,Planning/Zoning,Iona/McGregor,Mixed Use,DCI2023-00023,cbceb579-ded7-4eb0-890a-5271b7e33067,"Rezone a 7.47+/- acre from MPD (Z-16-010A) to MPD. The approved MPD allowing for 75 dwelling units, a marina with 286 dry slips and 29 wet boat slips, a boat launching facility, 30,000 square feet of commercial retail/office space, 20,000 square feet of civic space and a maximum building height of 100 feet, with tiered step downs will remain.",DOS2006-00174,
256,Orange River Blvd RPD,Permitting,Fort Myers Shores,Residential,DOS2022-00007,d5ad887c-b427-4d63-87f0-3121eeedf180,Construction of a 57-unit single-family residential subdivision and associated infrastructure improvements.,,
257,Pine Lakes Country Club II,Development Order,North Fort Myers,Residential,DOS2023-00013,66db8c6c-2f77-4143-a37f-2df71c2c42d0,"The project consists of two parcels that total 83.3 acres of a proposed manufactured home development. The project includes 336 homesites, roadways, wet detention lakes and associated infrastructure.",,
258,Orange River 130,Planning/Zoning,Buckingham,Residential,DCI2021-00001,cbec60e6-b720-451f-b900-bbe3502f307c,Request to rezone 129.6± acres from Residential Planned Development (RPD) to RPD to increase the number of residential dwelling units from 160 to 259.,,
259,Fort Myers Brewing Campus,Development Order,Gateway/Airport,Mixed Use,DOS2022-00075,e3c50b6d-218d-4f6c-bd01-3bdd1a323620,"Rezone 22.15 acres on the northeast and northwest corner of Daniels Parkway and Commerce Lakes Drive from AOPD to MPD to allow the Fort Myers Brewing Company to develop a campus and package store. The main campus will include up to 80,000 sf of commercial uses to include a tap room, restaurant, retail, event space, food truck prep area, offices and industrial uses including a brewery with indoor and outdoor storage. The project will include the development of a ±7,500 SF one-story building, construction of parking and utility infrastructure, and the construction of detention ponds and a stormwater management lake.",ADD2025-00087,
260,Carissa,Permitting,South Fort Myers,Residential,DOS2021-00143,1736bec3-9f11-4414-be21-0db0198cd30b,Construction of a 255-unit multi-family development with associated infrastructure improvements.,,
261,Caloosa Crossings,Permitting,Fort Myers Shores,Commercial,DOS2022-00087,afa1635d-44e4-439f-a44c-6a42d8f9794d,Proposed commercial subdivision with associated infrastructure. No buildings or units proposed as part of the current development plans.,,
262,Country Lake Storage,Development Order,Fort Myers Shores,Commercial,DOS2024-00100,3f58d995-966d-4022-8794-fdfe34cf9e23,"The proposed construction consists of 82,203 SF of Indoor Storage and supporting infrastructure on a 6.86 Acre parcel.",,
263,Circle K - SR80,Complete,Fort Myers Shores,Commercial,DOS2020-00137,8edb084d-de03-499f-b7b6-96cbe5fff954,This Development Order (DO) application is for a new Circle K Convenience Store located at the intersection of Palm Beach Boulevard (S.R. 80) and Old Olga Road (Northwest quadrant). The project currently consists of an old Bank of America Bank building and supporting infrastructure.,,
